timestamp_ms,frame,unity_time,hmd_pos_x,hmd_pos_y,hmd_pos_z,hmd_rot_x,hmd_rot_y,hmd_rot_z,hmd_rot_w,left_pos_x,left_pos_y,left_pos_z,left_rot_x,left_rot_y,left_rot_z,left_rot_w,right_pos_x,right_pos_y,right_pos_z,right_rot_x,right_rot_y,right_rot_z,right_rot_w
1768395695326,0,81.7583,0.0466,1.2030,-0.2899,-0.0567,0.1653,-0.0269,0.9842,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395695368,1,81.8054,0.0454,1.2033,-0.2896,-0.0575,0.1639,-0.0258,0.9845,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395695410,2,81.8469,0.0443,1.2034,-0.2895,-0.0584,0.1622,-0.0248,0.9847,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395695449,3,81.8857,0.0433,1.2037,-0.2895,-0.0586,0.1615,-0.0238,0.9848,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395695495,4,81.9328,0.0427,1.2041,-0.2895,-0.0577,0.1614,-0.0234,0.9849,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395695535,5,81.9718,0.0421,1.2041,-0.2894,-0.0594,0.1612,-0.0220,0.9849,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395695576,6,82.0135,0.0417,1.2041,-0.2895,-0.0577,0.1620,-0.0226,0.9848,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395695618,7,82.0553,0.0416,1.2042,-0.2895,-0.0592,0.1620,-0.0213,0.9848,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395695660,8,82.0978,0.0416,1.2043,-0.2895,-0.0591,0.1624,-0.0214,0.9847,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395695697,9,82.1338,0.0416,1.2044,-0.2895,-0.0589,0.1624,-0.0214,0.9847,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395695730,10,82.1681,0.0417,1.2044,-0.2895,-0.0591,0.1625,-0.0217,0.9847,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395695770,11,82.2076,0.0420,1.2046,-0.2893,-0.0605,0.1624,-0.0207,0.9846,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395695812,12,82.2496,0.0421,1.2046,-0.2894,-0.0588,0.1626,-0.0209,0.9847,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395695854,13,82.2913,0.0425,1.2044,-0.2893,-0.0595,0.1636,-0.0217,0.9845,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395695895,14,82.3333,0.0429,1.2043,-0.2892,-0.0594,0.1636,-0.0216,0.9845,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395695933,15,82.3700,0.0430,1.2042,-0.2891,-0.0583,0.1638,-0.0218,0.9845,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395695966,16,82.4034,0.0432,1.2042,-0.2890,-0.0581,0.1645,-0.0221,0.9844,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395696008,17,82.4455,0.0439,1.2039,-0.2891,-0.0598,0.1667,-0.0207,0.9840,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395696049,18,82.4866,0.0451,1.2043,-0.2896,-0.0572,0.1714,-0.0199,0.9833,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395696091,19,82.5281,0.0462,1.2038,-0.2901,-0.0572,0.1798,-0.0183,0.9819,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395696133,20,82.5700,0.0476,1.2036,-0.2906,-0.0556,0.1878,-0.0180,0.9805,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395696173,21,82.6104,0.0491,1.2037,-0.2910,-0.0556,0.1929,-0.0150,0.9795,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395696211,22,82.6484,0.0502,1.2038,-0.2911,-0.0556,0.1971,-0.0154,0.9787,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395696256,23,82.6931,0.0510,1.2041,-0.2910,-0.0552,0.1983,-0.0151,0.9785,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395696295,24,82.7322,0.0524,1.2046,-0.2906,-0.0554,0.2005,-0.0129,0.9780,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395696341,25,82.7779,0.0532,1.2046,-0.2904,-0.0593,0.2004,-0.0096,0.9779,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395696382,26,82.8187,0.0538,1.2049,-0.2901,-0.0572,0.1997,-0.0101,0.9781,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395696422,27,82.8589,0.0545,1.2048,-0.2897,-0.0574,0.2004,-0.0094,0.9780,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395696460,28,82.8984,0.0549,1.2046,-0.2893,-0.0576,0.1997,-0.0093,0.9781,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395696505,29,82.9419,0.0550,1.2045,-0.2892,-0.0560,0.1998,-0.0104,0.9782,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395696549,30,82.9853,0.0551,1.2042,-0.2891,-0.0576,0.1991,-0.0100,0.9782,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395696590,31,83.0272,0.0550,1.2043,-0.2891,-0.0579,0.1990,-0.0097,0.9782,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395696632,32,83.0688,0.0546,1.2043,-0.2892,-0.0570,0.1991,-0.0102,0.9783,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395696673,33,83.1107,0.0542,1.2043,-0.2894,-0.0586,0.1994,-0.0087,0.9781,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395696710,34,83.1473,0.0538,1.2044,-0.2896,-0.0599,0.1995,-0.0076,0.9780,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395696757,35,83.1941,0.0533,1.2046,-0.2896,-0.0616,0.1985,-0.0062,0.9781,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395696793,36,83.2309,0.0526,1.2048,-0.2896,-0.0640,0.1978,-0.0049,0.9781,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395696840,37,83.2776,0.0519,1.2053,-0.2894,-0.0661,0.1964,-0.0017,0.9783,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395696883,38,83.3192,0.0510,1.2054,-0.2890,-0.0687,0.1953,-0.0011,0.9783,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395696922,39,83.3593,0.0502,1.2060,-0.2887,-0.0709,0.1951,-0.0007,0.9782,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395696966,40,83.4032,0.0496,1.2068,-0.2881,-0.0721,0.1938,0.0030,0.9784,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395697007,41,83.4443,0.0489,1.2075,-0.2878,-0.0725,0.1933,0.0045,0.9784,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395697049,42,83.4859,0.0482,1.2076,-0.2870,-0.0734,0.1923,0.0065,0.9786,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395697089,43,83.5257,0.0476,1.2077,-0.2866,-0.0732,0.1917,0.0061,0.9787,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395697127,44,83.5641,0.0473,1.2076,-0.2864,-0.0744,0.1909,0.0068,0.9788,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395697173,45,83.6106,0.0467,1.2076,-0.2859,-0.0760,0.1896,0.0074,0.9789,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395697214,46,83.6513,0.0462,1.2076,-0.2855,-0.0757,0.1886,0.0076,0.9791,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395697257,47,83.6941,0.0457,1.2075,-0.2851,-0.0763,0.1873,0.0077,0.9793,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395697299,48,83.7355,0.0453,1.2075,-0.2849,-0.0767,0.1862,0.0076,0.9795,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395697340,49,83.7774,0.0449,1.2076,-0.2846,-0.0778,0.1856,0.0081,0.9795,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395697381,50,83.8190,0.0445,1.2078,-0.2845,-0.0788,0.1842,0.0080,0.9797,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395697423,51,83.8609,0.0435,1.2088,-0.2836,-0.0808,0.1826,0.0082,0.9798,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395697465,52,83.9023,0.0421,1.2101,-0.2820,-0.0850,0.1793,0.0082,0.9801,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395697506,53,83.9428,0.0411,1.2126,-0.2799,-0.0879,0.1700,0.0079,0.9815,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395697543,54,83.9806,0.0402,1.2140,-0.2783,-0.0931,0.1621,0.0096,0.9823,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395697589,55,84.0267,0.0382,1.2187,-0.2742,-0.1051,0.1577,0.0064,0.9819,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395697626,56,84.0636,0.0374,1.2232,-0.2713,-0.1014,0.1586,0.0051,0.9821,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395697672,57,84.1088,0.0377,1.2298,-0.2649,-0.1109,0.1389,0.0088,0.9840,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395697710,58,84.1480,0.0383,1.2322,-0.2605,-0.1280,0.1183,0.0029,0.9847,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395697756,59,84.1928,0.0379,1.2360,-0.2588,-0.1244,0.1162,0.0020,0.9854,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
1768395697794,60,84.2308,0.0374,1.2394,-0.2564,-0.1247,0.1101,0.0050,0.9861,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
