Frame,Time,HMD_PosX,HMD_PosY,HMD_PosZ,HMD_RotX,HMD_RotY,HMD_RotZ,L_ctrl_PosX,L_ctrl_PosY,L_ctrl_PosZ,L_ctrl_RotX,L_ctrl_RotY,L_ctrl_RotZ,R_ctrl_PosX,R_ctrl_PosY,R_ctrl_PosZ,R_ctrl_RotX,R_ctrl_RotY,R_ctrl_RotZ,Timestamp
119,13.4017,-0.1196,0.4382,-0.2548,332.998,332.362,356.192,-0.2655,0.0275,0.2762,4.203,19.299,306.780,-0.2832,0.0370,0.1995,357.965,2.808,53.147,01-08 17:52:33.385
120,13.44268,-0.1194,0.4375,-0.2549,333.310,332.353,356.208,-0.2655,0.0275,0.2762,4.203,19.298,306.779,-0.2803,0.0326,0.2013,358.517,2.734,56.634,01-08 17:52:33.426
121,13.48427,-0.1192,0.4366,-0.2546,333.660,332.354,356.200,-0.2655,0.0275,0.2762,4.202,19.299,306.780,-0.2820,0.0290,0.1984,356.463,4.363,61.272,01-08 17:52:33.469
122,13.52641,-0.1195,0.4352,-0.2541,334.356,332.297,356.086,-0.2655,0.0275,0.2762,4.203,19.299,306.779,-0.2854,0.0266,0.1956,354.595,2.293,65.731,01-08 17:52:33.511
123,13.5678,-0.1206,0.4348,-0.2530,334.940,332.397,355.936,-0.2657,0.0271,0.2761,3.994,19.315,306.725,-0.2845,0.0304,0.1941,351.796,1.802,63.417,01-08 17:52:33.551
124,13.61114,-0.1220,0.4345,-0.2513,335.091,332.094,355.999,-0.2656,0.0269,0.2762,3.977,19.322,306.722,-0.2847,0.0301,0.1932,349.185,1.866,65.243,01-08 17:52:33.594
125,13.65106,-0.1241,0.4343,-0.2492,335.052,331.884,356.153,-0.2647,0.0270,0.2763,3.972,19.338,306.719,-0.2810,0.0276,0.1974,358.722,2.806,59.328,01-08 17:52:33.634
126,13.69302,-0.1263,0.4337,-0.2467,335.003,331.606,356.270,-0.2649,0.0265,0.2768,3.964,19.346,306.716,-0.2781,0.0305,0.2010,1.353,3.805,53.792,01-08 17:52:33.678
127,13.73474,-0.1287,0.4329,-0.2439,335.241,331.294,356.377,-0.2653,0.0258,0.2773,3.959,19.357,306.725,-0.2783,0.0294,0.2017,1.913,3.592,53.540,01-08 17:52:33.719
128,13.77628,-0.1318,0.4322,-0.2403,335.708,331.077,356.431,-0.2651,0.0260,0.2772,3.966,19.373,306.713,-0.2805,0.0285,0.2019,0.794,3.506,54.797,01-08 17:52:33.760
129,13.81789,-0.1348,0.4310,-0.2362,336.223,330.576,356.504,-0.2651,0.0260,0.2772,3.966,19.373,306.713,-0.2808,0.0290,0.2012,0.562,3.486,55.063,01-08 17:52:33.801
130,13.86232,-0.1382,0.4294,-0.2318,337.054,330.218,356.336,-0.2651,0.0260,0.2772,3.966,19.373,306.713,-0.2809,0.0298,0.2004,0.545,3.508,55.072,01-08 17:52:33.847
131,13.90291,-0.1415,0.4278,-0.2269,338.112,329.906,355.961,-0.2678,0.0249,0.2785,2.212,15.451,305.082,-0.2810,0.0313,0.1994,0.536,3.518,55.068,01-08 17:52:33.887
132,13.9439,-0.1450,0.4267,-0.2220,338.854,329.805,355.684,-0.2737,0.0250,0.2851,2.044,8.044,305.074,-0.2811,0.0316,0.1993,0.536,3.522,55.063,01-08 17:52:33.927
133,13.98502,-0.1486,0.4259,-0.2176,339.314,329.671,355.596,-0.2774,0.0241,0.2903,10.310,9.823,312.804,-0.2811,0.0323,0.1990,0.531,3.523,55.059,01-08 17:52:33.969
134,14.02692,-0.1519,0.4256,-0.2137,339.292,329.579,355.804,-0.2757,0.0239,0.2882,4.071,8.951,306.865,-0.2813,0.0328,0.1990,0.678,3.515,54.943,01-08 17:52:34.010
135,14.06826,-0.1550,0.4253,-0.2098,339.367,329.367,356.047,-0.2795,0.0231,0.2907,3.001,5.266,305.927,-0.2814,0.0328,0.1995,1.415,3.533,54.245,01-08 17:52:34.053
136,14.11097,-0.1574,0.4248,-0.2071,339.305,329.371,356.289,-0.2891,0.0227,0.2970,2.808,359.083,305.775,-0.2788,0.0340,0.2012,4.375,4.005,50.441,01-08 17:52:34.095
137,14.15119,-0.1598,0.4242,-0.2049,339.608,329.362,356.350,-0.2934,0.0224,0.3005,3.961,353.996,306.920,-0.2787,0.0337,0.2018,5.077,4.029,49.723,01-08 17:52:34.135
138,14.19373,-0.1619,0.4233,-0.2036,340.060,329.364,356.378,-0.2847,0.0228,0.2950,0.765,359.011,303.576,-0.2785,0.0335,0.2023,5.754,4.084,48.932,01-08 17:52:34.178
139,14.23478,-0.1627,0.4222,-0.2024,340.083,329.293,356.595,-0.2877,0.0237,0.2959,0.568,353.994,303.958,-0.2782,0.0339,0.2014,5.207,4.060,49.526,01-08 17:52:34.219
140,14.27632,-0.1636,0.4214,-0.2023,340.686,329.419,356.617,-0.2959,0.0243,0.2884,0.896,349.214,305.275,-0.2782,0.0342,0.2012,5.126,4.055,49.627,01-08 17:52:34.261
141,14.31801,-0.1647,0.4212,-0.2021,341.206,329.550,356.719,-0.3006,0.0239,0.2812,6.999,347.859,310.282,-0.2781,0.0348,0.2009,5.126,4.048,49.621,01-08 17:52:34.302
142,14.36105,-0.1658,0.4213,-0.2023,341.237,329.650,356.799,-0.2979,0.0296,0.2862,2.474,349.669,312.039,-0.2780,0.0350,0.2009,5.125,4.040,49.615,01-08 17:52:34.346
143,14.40129,-0.1657,0.4223,-0.2019,340.507,329.704,356.994,-0.3030,0.0377,0.2873,1.013,347.011,319.871,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:34.385
144,14.44309,-0.1658,0.4227,-0.2020,339.928,329.734,357.086,-0.3060,0.0445,0.2832,356.839,346.180,322.192,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:34.427
145,14.48498,-0.1618,0.4232,-0.2049,340.308,330.080,357.205,-0.3138,0.0592,0.2767,345.810,338.153,326.158,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:34.468
146,14.52651,-0.1588,0.4229,-0.2076,340.961,330.562,356.983,-0.3133,0.0759,0.2728,335.265,334.897,331.991,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:34.511
147,14.56824,-0.1554,0.4232,-0.2102,341.109,330.904,356.878,-0.3131,0.0997,0.2668,325.248,323.065,345.986,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:34.553
148,14.61108,-0.1511,0.4241,-0.2133,341.017,331.457,356.975,-0.3101,0.1261,0.2597,323.065,314.523,357.114,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:34.596
149,14.65142,-0.1459,0.4248,-0.2172,340.919,332.303,357.217,-0.2962,0.1575,0.2419,313.113,336.153,324.481,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:34.635
150,14.69309,-0.1394,0.4254,-0.2211,341.165,333.252,357.800,-0.2799,0.1883,0.2241,318.140,342.607,304.396,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:34.677
151,14.73509,-0.1324,0.4253,-0.2244,340.799,334.703,358.163,-0.2543,0.2200,0.2082,322.277,347.515,285.560,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:34.719
152,14.77664,-0.1248,0.4261,-0.2276,340.278,336.331,359.282,-0.2124,0.2485,0.1899,329.582,358.215,269.467,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:34.761
153,14.81831,-0.1176,0.4261,-0.2301,340.044,338.420,359.679,-0.1742,0.2729,0.1711,321.012,345.809,273.168,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:34.803
154,14.86012,-0.1100,0.4265,-0.2324,339.997,340.118,0.121,-0.1385,0.3001,0.1522,315.318,328.767,294.153,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:34.844
155,14.9016,-0.1021,0.4264,-0.2351,340.364,342.292,0.373,-0.0954,0.3173,0.1312,307.199,333.231,304.813,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:34.886
156,14.94333,-0.0934,0.4258,-0.2368,340.563,344.417,0.856,-0.0560,0.3323,0.1166,300.285,328.983,313.624,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:34.927
157,14.98521,-0.0846,0.4251,-0.2390,340.902,346.944,1.338,-0.0217,0.3411,0.1064,303.634,318.533,321.511,-0.2780,0.0353,0.2008,5.126,4.031,49.608,01-08 17:52:34.969
158,15.02678,-0.0753,0.4248,-0.2398,341.379,349.974,1.965,0.0050,0.3387,0.0972,302.112,337.572,299.007,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:35.011
159,15.06831,-0.0654,0.4241,-0.2399,341.519,353.335,2.432,0.0196,0.3355,0.0919,310.351,324.894,309.557,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:35.053
160,15.10991,-0.0562,0.4232,-0.2401,342.092,356.633,2.485,0.0401,0.3366,0.0830,313.513,324.606,311.630,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:35.093
161,15.15166,-0.0467,0.4228,-0.2399,342.301,359.432,2.995,0.0583,0.3364,0.0755,313.418,319.969,320.013,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:35.135
162,15.19352,-0.0386,0.4225,-0.2397,342.449,2.058,3.011,0.0811,0.3386,0.0737,313.691,323.005,324.886,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:35.177
163,15.23494,-0.0306,0.4225,-0.2402,342.724,4.480,3.093,0.1073,0.3395,0.0738,314.926,327.494,326.405,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:35.218
164,15.27696,-0.0231,0.4223,-0.2405,343.027,6.583,2.978,0.1382,0.3396,0.0676,309.880,326.119,327.711,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:35.261
165,15.31944,-0.0169,0.4223,-0.2411,343.352,8.533,2.692,0.1716,0.3423,0.0707,315.714,342.888,322.244,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:35.304
166,15.36178,-0.0113,0.4220,-0.2411,343.475,9.984,2.343,0.2049,0.3438,0.0652,314.174,353.241,308.994,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:35.346
167,15.40161,-0.0066,0.4217,-0.2416,343.733,11.309,2.122,0.2353,0.3416,0.0603,314.092,2.197,291.002,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:35.386
168,15.44355,-0.0029,0.4212,-0.2420,343.934,12.396,1.944,0.2568,0.3405,0.0493,309.597,3.122,288.199,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:35.427
169,15.48691,-0.0001,0.4208,-0.2424,344.018,13.334,1.826,0.2750,0.3419,0.0329,315.539,15.279,295.669,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:35.470
170,15.52688,0.0020,0.4207,-0.2427,344.066,14.146,1.773,0.3000,0.3309,0.0102,313.134,64.760,251.823,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:35.510
171,15.5686,0.0034,0.4207,-0.2433,344.167,14.596,1.769,0.3051,0.3299,0.0027,310.966,70.119,248.162,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:35.553
172,15.61063,0.0042,0.4207,-0.2439,344.015,14.790,1.817,0.2942,0.3440,0.0085,300.298,33.069,281.344,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:35.595
173,15.65217,0.0045,0.4204,-0.2446,344.190,14.888,1.661,0.2739,0.3491,0.0234,309.311,15.518,295.349,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:35.637
174,15.69356,0.0044,0.4200,-0.2454,344.416,14.854,1.544,0.2464,0.3606,0.0306,307.774,358.202,314.988,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:35.677
175,15.73559,0.0043,0.4197,-0.2460,344.782,14.774,1.242,0.2134,0.3677,0.0398,310.744,347.598,332.930,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:35.719
176,15.7772,0.0027,0.4190,-0.2468,345.258,14.410,1.000,0.1792,0.3705,0.0487,311.632,341.097,343.685,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:35.762
177,15.81862,0.0007,0.4184,-0.2468,345.598,13.757,0.850,0.1417,0.3686,0.0586,311.597,334.425,356.435,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:35.803
178,15.86038,-0.0015,0.4177,-0.2461,345.865,13.060,0.746,0.1078,0.3671,0.0632,310.161,324.110,9.480,-0.2780,0.0353,0.2008,5.126,4.032,49.609,01-08 17:52:35.845
179,15.9016,-0.0041,0.4171,-0.2455,346.115,12.299,0.614,0.0785,0.3654,0.0682,309.869,316.537,13.908,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:35.886
180,15.94415,-0.0077,0.4162,-0.2448,346.351,11.345,0.556,0.0559,0.3648,0.0720,308.484,315.640,15.018,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:35.927
181,15.98544,-0.0114,0.4162,-0.2434,346.583,10.308,0.606,0.0353,0.3662,0.0732,307.944,314.494,16.518,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:35.969
182,16.0268,-0.0155,0.4159,-0.2423,346.737,9.264,0.770,0.0221,0.3688,0.0748,306.334,314.433,13.481,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:36.010
183,16.06826,-0.0197,0.4154,-0.2414,346.745,8.398,0.964,0.0118,0.3706,0.0766,304.704,316.396,12.018,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:36.052
184,16.11042,-0.0235,0.4151,-0.2406,346.881,7.734,1.143,0.0087,0.3715,0.0771,302.853,321.100,9.584,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:36.094
185,16.15195,-0.0271,0.4147,-0.2402,346.949,7.270,1.392,0.0066,0.3716,0.0793,303.014,323.240,9.496,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:36.135
186,16.19342,-0.0305,0.4144,-0.2399,347.065,6.881,1.637,0.0057,0.3712,0.0805,302.744,321.304,11.532,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:36.177
187,16.23502,-0.0337,0.4137,-0.2402,347.224,6.478,1.916,0.0094,0.3705,0.0818,303.037,323.572,10.421,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:36.219
188,16.27749,-0.0361,0.4131,-0.2399,347.474,6.252,2.213,0.0209,0.3704,0.0857,303.826,330.218,3.055,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:36.262
189,16.31869,-0.0382,0.4124,-0.2401,347.893,6.297,2.452,0.0430,0.3724,0.0897,304.776,335.667,355.510,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:36.303
190,16.36072,-0.0399,0.4119,-0.2404,348.188,6.156,2.625,0.0572,0.3733,0.0915,306.931,330.358,2.021,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:36.344
191,16.40921,-0.0411,0.4120,-0.2408,348.272,5.993,2.726,0.0819,0.3715,0.0939,303.466,340.667,355.485,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:36.393
192,16.4442,-0.0413,0.4126,-0.2407,347.859,5.858,3.052,0.1061,0.3719,0.0988,303.815,352.508,346.447,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:36.427
193,16.48561,-0.0419,0.4129,-0.2408,347.534,5.915,3.143,0.1245,0.3713,0.1032,303.213,0.949,341.670,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:36.469
194,16.52703,-0.0408,0.4133,-0.2408,347.526,6.185,3.061,0.1307,0.3675,0.1071,304.491,4.898,342.126,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:36.510
195,16.56865,-0.0394,0.4130,-0.2411,347.879,6.346,2.905,0.1112,0.3639,0.1124,306.559,355.400,351.472,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:36.553
196,16.61062,-0.0379,0.4135,-0.2405,347.854,6.498,2.829,0.0887,0.3601,0.1153,307.781,349.264,358.627,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:36.594
197,16.65199,-0.0365,0.4137,-0.2402,347.643,6.653,2.609,0.0647,0.3574,0.1168,309.079,344.161,1.085,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:36.636
198,16.69394,-0.0357,0.4140,-0.2401,347.502,6.714,2.382,0.0321,0.3526,0.1139,310.288,335.018,9.854,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:36.678
199,16.73557,-0.0361,0.4142,-0.2401,347.595,6.304,1.807,-0.0047,0.3458,0.1056,311.152,320.958,22.686,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:36.719
200,16.77716,-0.0392,0.4154,-0.2397,347.177,5.439,1.416,-0.0362,0.3385,0.1012,313.926,314.960,27.512,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:36.760
201,16.81888,-0.0432,0.4171,-0.2390,346.551,4.285,1.063,-0.0636,0.3323,0.0979,313.825,316.635,26.995,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:36.803
202,16.86055,-0.0486,0.4184,-0.2381,345.570,2.627,0.646,-0.0982,0.3241,0.0960,319.718,309.212,31.355,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:36.844
203,16.90196,-0.0559,0.4209,-0.2372,344.805,0.761,359.897,-0.1274,0.3167,0.1025,323.998,310.777,27.737,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:36.886
204,16.94375,-0.0647,0.4242,-0.2352,343.390,358.748,359.232,-0.1618,0.3001,0.1094,332.097,303.554,27.592,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:36.927
205,16.98576,-0.0744,0.4281,-0.2326,341.358,356.881,357.990,-0.1966,0.2776,0.1204,343.365,302.824,25.683,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:36.970
206,17.02765,-0.0844,0.4322,-0.2307,338.299,353.283,357.291,-0.2282,0.2485,0.1352,356.167,302.675,23.161,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:37.012
207,17.06892,-0.0961,0.4367,-0.2307,335.251,350.668,355.839,-0.2585,0.2074,0.1406,10.632,297.987,28.370,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:37.053
208,17.11076,-0.1059,0.4419,-0.2314,332.251,347.860,355.679,-0.2813,0.1810,0.1547,13.493,303.988,29.125,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:37.094
209,17.15217,-0.1157,0.4461,-0.2324,329.481,345.943,355.697,-0.3018,0.1535,0.1695,18.785,308.307,33.260,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:37.136
210,17.19386,-0.1244,0.4486,-0.2327,327.481,343.614,355.689,-0.3183,0.1276,0.1838,21.686,311.662,42.272,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:37.177
211,17.23578,-0.1325,0.4506,-0.2320,326.427,342.029,355.415,-0.3311,0.1011,0.1963,22.040,316.243,58.421,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:37.219
212,17.27729,-0.1393,0.4503,-0.2316,326.297,340.230,355.626,-0.3333,0.0808,0.2116,29.045,312.278,54.160,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:37.260
213,17.31913,-0.1453,0.4500,-0.2301,326.217,338.865,356.276,-0.3379,0.0645,0.2255,36.470,308.793,45.947,-0.2780,0.0353,0.2008,5.126,4.032,49.608,01-08 17:52:37.304
214,17.36164,-0.1508,0.4484,-0.2282,326.234,337.856,357.083,-0.3393,0.0525,0.2329,38.545,325.634,74.960,-0.2779,0.0367,0.2004,1.477,5.392,52.322,01-08 17:52:37.346
215,17.40263,-0.1556,0.4469,-0.2261,327.082,337.278,357.738,-0.3417,0.0733,0.2421,19.075,323.063,64.699,-0.2657,0.0343,0.2169,29.680,6.242,34.320,01-08 17:52:37.386
216,17.44354,-0.1598,0.4449,-0.2235,328.106,337.286,357.689,-0.3430,0.0753,0.2485,23.887,322.567,52.879,-0.2635,0.0336,0.2117,16.078,6.062,34.440,01-08 17:52:37.428
217,17.48547,-0.1633,0.4432,-0.2214,328.761,336.664,357.711,-0.3446,0.0681,0.2522,27.320,323.038,50.847,-0.2653,0.0356,0.2094,13.421,6.334,36.754,01-08 17:52:37.469
218,17.52758,-0.1663,0.4421,-0.2197,329.317,336.017,357.758,-0.3493,0.0583,0.2528,34.132,326.469,54.154,-0.2682,0.0340,0.2078,12.256,7.234,41.191,01-08 17:52:37.512
219,17.57183,-0.1692,0.4413,-0.2182,329.343,335.151,358.112,-0.3579,0.0571,0.2529,34.041,324.605,52.920,-0.2728,0.0328,0.2062,8.801,8.457,47.333,01-08 17:52:37.556
220,17.6108,-0.1717,0.4405,-0.2170,329.568,334.425,358.187,-0.3663,0.0567,0.2515,34.051,322.969,46.019,-0.2735,0.0344,0.2041,5.461,9.321,48.940,01-08 17:52:37.595
221,17.65232,-0.1734,0.4396,-0.2162,329.811,333.613,358.497,-0.3673,0.0462,0.2520,43.503,327.427,36.158,-0.2700,0.0329,0.2076,12.074,7.613,42.948,01-08 17:52:37.636
222,17.69451,-0.1748,0.4383,-0.2158,330.208,332.997,358.391,-0.3672,0.0308,0.2512,54.997,326.939,25.327,-0.2688,0.0339,0.2077,12.237,7.669,41.575,01-08 17:52:37.679
223,17.73602,-0.1763,0.4372,-0.2158,330.811,332.659,358.246,-0.3667,0.0445,0.2489,33.187,333.071,28.156,-0.2741,0.0328,0.2058,7.652,9.515,49.007,01-08 17:52:37.720
224,17.77786,-0.1771,0.4362,-0.2158,331.329,332.383,358.136,-0.3666,0.0479,0.2503,33.654,333.777,27.748,-0.2702,0.0331,0.2086,12.509,7.839,42.386,01-08 17:52:37.762
225,17.82017,-0.1783,0.4351,-0.2165,331.731,332.223,357.951,-0.3611,0.0483,0.2512,32.507,339.017,28.247,-0.2736,0.0336,0.2065,8.826,8.730,46.406,01-08 17:52:37.805
226,17.86146,-0.1797,0.4341,-0.2176,332.391,331.797,357.723,-0.3506,0.0484,0.2546,32.608,345.604,22.809,-0.2718,0.0335,0.2080,11.298,8.160,43.427,01-08 17:52:37.845
227,17.90231,-0.1809,0.4332,-0.2187,332.708,331.252,357.937,-0.3415,0.0490,0.2542,31.158,346.439,17.117,-0.2732,0.0338,0.2069,9.893,8.505,45.216,01-08 17:52:37.887
228,17.94578,-0.1820,0.4323,-0.2197,332.921,330.810,358.149,-0.3397,0.0453,0.2512,30.606,351.381,28.364,-0.2727,0.0338,0.2072,10.426,8.382,44.554,01-08 17:52:37.930
229,17.98616,-0.1823,0.4319,-0.2204,332.957,330.992,358.277,-0.3414,0.0440,0.2471,26.449,356.532,32.709,-0.2724,0.0339,0.2071,10.101,9.031,45.111,01-08 17:52:37.969
230,18.02747,-0.1824,0.4321,-0.2213,332.864,331.315,358.400,-0.3433,0.0443,0.2455,27.365,351.482,27.070,-0.2724,0.0343,0.2072,10.130,9.034,45.066,01-08 17:52:38.011
231,18.06938,-0.1825,0.4322,-0.2222,332.784,331.418,358.530,-0.3447,0.0440,0.2433,25.448,353.014,30.661,-0.2726,0.0344,0.2071,9.990,9.085,45.237,01-08 17:52:38.053
232,18.11132,-0.1827,0.4325,-0.2230,332.727,331.319,358.471,-0.3443,0.0441,0.2396,22.098,353.523,28.462,-0.2723,0.0350,0.2067,10.071,9.069,45.149,01-08 17:52:38.096
233,18.15301,-0.1828,0.4328,-0.2237,332.687,330.953,358.433,-0.3451,0.0440,0.2379,20.771,354.773,31.780,-0.2724,0.0350,0.2068,10.055,9.070,45.158,01-08 17:52:38.137
234,18.19436,-0.1825,0.4329,-0.2240,332.692,330.761,358.350,-0.3462,0.0465,0.2354,21.929,355.549,34.707,-0.2725,0.0354,0.2064,10.109,9.036,45.068,01-08 17:52:38.179
235,18.23599,-0.1820,0.4327,-0.2238,332.862,330.818,358.204,-0.3474,0.0468,0.2321,20.889,356.116,37.485,-0.2722,0.0356,0.2062,10.114,9.027,45.053,01-08 17:52:38.220
236,18.2778,-0.1811,0.4323,-0.2233,333.086,331.122,358.187,-0.3471,0.0453,0.2290,21.068,353.579,33.350,-0.2724,0.0356,0.2063,10.138,9.023,45.021,01-08 17:52:38.261
237,18.31976,-0.1796,0.4321,-0.2221,333.243,331.546,358.181,-0.3475,0.0457,0.2307,23.481,351.737,31.681,-0.2721,0.0359,0.2062,10.169,9.022,44.982,01-08 17:52:38.304
238,18.36147,-0.1782,0.4321,-0.2218,333.508,331.893,357.945,-0.3454,0.0466,0.2311,24.308,350.030,27.283,-0.2719,0.0360,0.2061,10.155,9.099,45.005,01-08 17:52:38.345
239,18.40274,-0.1768,0.4324,-0.2212,333.585,332.229,357.708,-0.3450,0.0467,0.2304,24.662,348.932,25.421,-0.2718,0.0360,0.2064,9.998,9.576,45.264,01-08 17:52:38.387
240,18.44512,-0.1753,0.4330,-0.2217,333.478,332.390,357.470,-0.3450,0.0454,0.2315,26.247,345.799,20.631,-0.2714,0.0364,0.2060,9.932,9.752,45.367,01-08 17:52:38.429
241,18.48606,-0.1743,0.4339,-0.2223,333.373,332.408,357.299,-0.3459,0.0275,0.2372,36.025,353.068,30.057,-0.2715,0.0365,0.2059,9.946,9.679,45.346,01-08 17:52:38.471
242,18.52801,-0.1732,0.4348,-0.2235,333.249,332.366,357.272,-0.3433,0.0348,0.2358,17.721,350.948,29.355,-0.2715,0.0366,0.2059,9.945,9.676,45.348,01-08 17:52:38.512
243,18.56963,-0.1731,0.4356,-0.2258,333.147,332.810,357.517,-0.3465,0.0378,0.2359,19.990,359.480,52.750,-0.2713,0.0366,0.2060,9.943,9.670,45.348,01-08 17:52:38.554
244,18.61106,-0.1729,0.4369,-0.2275,332.682,333.102,357.799,-0.3469,0.0380,0.2358,16.185,2.817,60.410,-0.2713,0.0367,0.2060,9.939,9.673,45.352,01-08 17:52:38.595
245,18.65232,-0.1730,0.4383,-0.2292,331.731,333.100,358.255,-0.3467,0.0379,0.2359,11.856,3.496,67.255,-0.2712,0.0368,0.2058,9.925,9.675,45.365,01-08 17:52:38.637
246,18.69442,-0.1724,0.4397,-0.2308,330.603,332.973,359.066,-0.3511,0.0293,0.2332,13.264,5.233,69.803,-0.2708,0.0367,0.2055,9.930,9.675,45.354,01-08 17:52:38.678
247,18.73614,-0.1709,0.4410,-0.2318,329.564,333.183,359.779,-0.3518,0.0290,0.2341,16.244,4.693,65.805,-0.2706,0.0367,0.2054,9.927,9.678,45.355,01-08 17:52:38.720
248,18.77771,-0.1680,0.4419,-0.2330,328.709,333.515,0.275,-0.3537,0.0293,0.2347,17.458,4.249,64.324,-0.2706,0.0367,0.2052,9.919,9.681,45.363,01-08 17:52:38.762
249,18.81931,-0.1641,0.4429,-0.2343,328.318,334.312,0.539,-0.3561,0.0298,0.2345,17.720,4.105,63.896,-0.2706,0.0367,0.2052,9.916,9.684,45.364,01-08 17:52:38.803
250,18.86164,-0.1587,0.4425,-0.2353,328.116,335.038,0.617,-0.3584,0.0298,0.2340,17.039,4.291,64.756,-0.2706,0.0367,0.2051,9.915,9.683,45.366,01-08 17:52:38.846
251,18.90259,-0.1522,0.4431,-0.2359,328.248,336.228,0.205,-0.3561,0.0287,0.2357,17.566,2.825,62.759,-0.2706,0.0367,0.2051,9.915,9.683,45.365,01-08 17:52:38.886
