Frame,Time,HMD_PosX,HMD_PosY,HMD_PosZ,HMD_RotX,HMD_RotY,HMD_RotZ,L_ctrl_PosX,L_ctrl_PosY,L_ctrl_PosZ,L_ctrl_RotX,L_ctrl_RotY,L_ctrl_RotZ,R_ctrl_PosX,R_ctrl_PosY,R_ctrl_PosZ,R_ctrl_RotX,R_ctrl_RotY,R_ctrl_RotZ,Timestamp
125,36.12671,0.2947,0.7705,-0.6102,357.108,349.020,357.890,-0.0478,0.5502,-0.3678,340.827,304.187,11.905,0.4586,0.5775,-0.2887,337.453,21.920,337.734,01-08 18:53:13.680
126,36.16756,0.2949,0.7699,-0.6109,357.300,348.914,357.920,-0.0017,0.5559,-0.3506,337.536,313.892,7.271,0.4205,0.5766,-0.2879,336.377,14.982,341.051,01-08 18:53:13.722
127,36.20913,0.2950,0.7693,-0.6114,357.477,348.872,357.936,0.0411,0.5567,-0.3373,336.045,323.533,3.062,0.3831,0.5738,-0.2895,335.644,6.793,347.166,01-08 18:53:13.764
128,36.25122,0.2955,0.7688,-0.6117,357.638,348.796,358.032,0.0817,0.5523,-0.3295,335.615,333.240,358.609,0.3498,0.5686,-0.2947,335.941,359.714,350.872,01-08 18:53:13.806
129,36.29336,0.2960,0.7681,-0.6120,357.772,348.739,358.029,0.1165,0.5454,-0.3251,336.061,341.329,354.446,0.3207,0.5625,-0.3027,336.126,352.294,354.734,01-08 18:53:13.847
130,36.34036,0.2967,0.7679,-0.6118,357.789,348.783,357.964,0.1319,0.5367,-0.3289,337.403,344.025,354.719,0.3032,0.5554,-0.3129,337.116,347.604,355.151,01-08 18:53:13.894
131,36.37578,0.2973,0.7676,-0.6113,357.879,348.978,357.830,0.1366,0.5341,-0.3305,337.692,345.274,354.737,0.2932,0.5515,-0.3211,337.237,343.457,356.587,01-08 18:53:13.930
132,36.41742,0.2975,0.7675,-0.6102,357.951,348.998,357.851,0.1274,0.5360,-0.3313,337.381,342.094,356.967,0.2955,0.5525,-0.3256,336.441,342.885,354.619,01-08 18:53:13.971
133,36.4597,0.2976,0.7670,-0.6087,358.311,348.960,357.809,0.1063,0.5405,-0.3326,336.867,337.540,359.566,0.3089,0.5565,-0.3241,336.405,344.499,352.643,01-08 18:53:14.014
134,36.50082,0.2978,0.7664,-0.6077,358.646,348.924,357.932,0.0698,0.5452,-0.3361,337.922,329.137,4.109,0.3379,0.5638,-0.3151,335.864,350.648,350.095,01-08 18:53:14.055
135,36.54267,0.2977,0.7660,-0.6065,359.026,348.894,357.950,0.0359,0.5482,-0.3434,339.036,322.657,7.901,0.3704,0.5698,-0.3064,335.960,357.874,345.894,01-08 18:53:14.098
136,36.58441,0.2976,0.7656,-0.6054,359.297,348.789,357.927,-0.0004,0.5493,-0.3538,340.877,315.912,12.030,0.4065,0.5737,-0.2994,336.555,5.481,341.509,01-08 18:53:14.139
137,36.62653,0.2976,0.7653,-0.6045,359.594,348.720,357.987,-0.0375,0.5479,-0.3676,342.308,308.267,14.915,0.4453,0.5747,-0.2947,338.170,12.832,337.248,01-08 18:53:14.180
138,36.66772,0.2975,0.7649,-0.6036,359.819,348.799,358.009,-0.0761,0.5387,-0.3875,344.940,300.317,17.025,0.4896,0.5693,-0.2949,341.376,21.735,332.041,01-08 18:53:14.222
139,36.70936,0.2973,0.7643,-0.6028,0.147,348.917,358.063,-0.1112,0.5253,-0.4082,349.071,293.096,18.083,0.5294,0.5618,-0.2989,344.022,29.669,328.411,01-08 18:53:14.264
140,36.75101,0.2971,0.7636,-0.6019,0.530,348.969,358.091,-0.1407,0.5083,-0.4293,352.616,286.541,17.216,0.5655,0.5510,-0.3054,347.182,37.638,326.316,01-08 18:53:14.305
141,36.79377,0.2971,0.7631,-0.6005,0.810,348.937,358.150,-0.1659,0.4901,-0.4494,356.547,281.005,16.043,0.5969,0.5386,-0.3128,351.720,44.175,323.755,01-08 18:53:14.347
142,36.83417,0.2971,0.7613,-0.5996,1.430,348.869,358.031,-0.1737,0.4769,-0.4637,357.267,278.465,13.595,0.6065,0.5325,-0.3194,354.048,47.397,321.737,01-08 18:53:14.389
143,36.87583,0.2969,0.7601,-0.5988,2.127,348.848,357.841,-0.1759,0.4755,-0.4684,357.832,279.674,13.948,0.6021,0.5395,-0.3195,349.789,48.271,325.620,01-08 18:53:14.431
144,36.91755,0.2968,0.7589,-0.5984,2.978,348.889,357.624,-0.1715,0.4843,-0.4670,354.992,279.016,13.914,0.5924,0.5497,-0.3170,347.752,44.605,325.040,01-08 18:53:14.472
145,36.96,0.2965,0.7584,-0.5979,3.618,348.919,357.593,-0.1607,0.4983,-0.4604,350.497,281.153,15.710,0.5808,0.5621,-0.3157,344.736,42.512,324.308,01-08 18:53:14.514
146,37.00104,0.2963,0.7580,-0.5978,3.803,348.887,357.637,-0.1378,0.5106,-0.4363,346.966,290.785,9.732,0.5584,0.5802,-0.3107,339.485,37.994,328.904,01-08 18:53:14.556
147,37.04259,0.2962,0.7575,-0.5981,4.083,348.833,357.593,-0.1184,0.5132,-0.4144,344.103,297.267,3.171,0.5432,0.6008,-0.3043,337.031,34.306,330.421,01-08 18:53:14.597
148,37.08446,0.2964,0.7567,-0.5994,4.526,348.845,357.666,-0.1021,0.5070,-0.3932,342.915,302.743,355.100,0.5291,0.6251,-0.3007,333.157,30.084,333.740,01-08 18:53:14.639
149,37.12622,0.2969,0.7571,-0.6008,4.548,349.035,357.675,-0.0917,0.4932,-0.3747,343.241,306.362,350.791,0.5166,0.6529,-0.3003,328.701,28.958,336.231,01-08 18:53:14.681
150,37.16764,0.2969,0.7580,-0.6023,4.342,349.369,357.608,-0.0885,0.4693,-0.3633,348.004,305.185,355.636,0.5046,0.6838,-0.3056,323.961,32.772,334.531,01-08 18:53:14.722
151,37.2098,0.2963,0.7588,-0.6043,3.893,349.619,357.689,-0.0751,0.4427,-0.3479,351.112,309.930,351.880,0.4837,0.7103,-0.3094,319.130,31.355,335.639,01-08 18:53:14.764
152,37.2509,0.2955,0.7598,-0.6064,3.523,349.894,357.914,-0.0607,0.4150,-0.3381,354.433,314.294,348.548,0.4543,0.7310,-0.3119,315.018,26.566,338.962,01-08 18:53:14.805
153,37.29291,0.2937,0.7611,-0.6085,2.895,350.220,358.024,-0.0513,0.3893,-0.3334,357.826,315.713,348.134,0.4187,0.7460,-0.3130,311.667,17.349,346.810,01-08 18:53:14.847
154,37.3345,0.2906,0.7619,-0.6102,2.487,350.720,358.321,-0.0511,0.3634,-0.3380,3.033,314.832,349.172,0.3672,0.7426,-0.3114,312.663,358.103,2.542,01-08 18:53:14.890
155,37.37599,0.2866,0.7629,-0.6115,2.072,351.170,358.791,-0.0549,0.3415,-0.3454,6.171,314.121,350.051,0.3183,0.7272,-0.3103,318.774,340.670,15.700,01-08 18:53:14.930
156,37.41772,0.2817,0.7638,-0.6127,1.574,351.451,359.308,-0.0622,0.3199,-0.3542,8.771,312.062,349.264,0.2751,0.7008,-0.3114,326.063,329.503,22.054,01-08 18:53:14.971
157,37.45957,0.2763,0.7644,-0.6140,1.073,351.555,359.806,-0.0732,0.2995,-0.3660,11.908,309.035,348.977,0.2376,0.6667,-0.3133,332.761,323.683,26.080,01-08 18:53:15.014
158,37.50106,0.2706,0.7650,-0.6150,0.989,351.222,0.619,-0.0884,0.2853,-0.3837,13.522,306.099,349.222,0.2082,0.6090,-0.3171,339.025,320.990,35.674,01-08 18:53:15.055
159,37.54279,0.2652,0.7652,-0.6156,0.693,350.930,1.155,-0.1035,0.2723,-0.4008,15.098,302.226,348.301,0.1876,0.5537,-0.3221,347.102,317.254,37.967,01-08 18:53:15.097
160,37.58432,0.2597,0.7658,-0.6156,0.415,350.620,1.514,-0.1190,0.2629,-0.4189,16.286,298.390,348.797,0.1773,0.4971,-0.3265,358.098,314.729,36.353,01-08 18:53:15.139
161,37.62603,0.2550,0.7654,-0.6152,0.131,350.402,2.026,-0.1335,0.2550,-0.4361,17.211,294.905,349.081,0.1727,0.4437,-0.3283,5.893,315.433,33.289,01-08 18:53:15.180
162,37.66771,0.2511,0.7649,-0.6140,0.373,350.132,2.472,-0.1455,0.2499,-0.4515,17.593,291.930,348.516,0.1839,0.3980,-0.3287,10.018,318.446,33.170,01-08 18:53:15.223
163,37.70929,0.2479,0.7638,-0.6129,0.619,349.862,3.018,-0.1553,0.2454,-0.4650,18.073,289.717,348.095,0.1956,0.3601,-0.3247,15.231,324.041,26.826,01-08 18:53:15.263
164,37.75109,0.2453,0.7633,-0.6114,1.000,349.584,3.371,-0.1633,0.2424,-0.4763,18.015,287.768,347.313,0.2112,0.3267,-0.3230,19.441,327.949,24.459,01-08 18:53:15.305
165,37.79258,0.2434,0.7624,-0.6098,1.241,349.277,3.624,-0.1703,0.2409,-0.4860,18.166,285.943,347.389,0.2317,0.3003,-0.3212,20.278,333.438,24.208,01-08 18:53:15.347
166,37.83465,0.2426,0.7622,-0.6079,1.386,349.006,3.779,-0.1749,0.2434,-0.4903,17.924,285.050,347.303,0.2643,0.2886,-0.3178,21.307,338.933,22.454,01-08 18:53:15.389
167,37.87608,0.2425,0.7614,-0.6065,1.687,348.901,3.849,-0.1803,0.2474,-0.4929,17.192,284.563,347.097,0.3006,0.2830,-0.3104,22.790,345.664,17.361,01-08 18:53:15.430
168,37.91808,0.2435,0.7612,-0.6049,1.885,348.838,4.101,-0.1872,0.2549,-0.4938,15.948,284.114,347.478,0.3403,0.2809,-0.3026,24.371,353.524,12.989,01-08 18:53:15.472
169,37.95985,0.2452,0.7610,-0.6036,2.078,348.940,4.104,-0.1956,0.2653,-0.4944,14.598,283.030,347.885,0.3808,0.2833,-0.2981,21.775,2.373,15.083,01-08 18:53:15.513
170,38.00162,0.2480,0.7611,-0.6028,2.008,349.207,3.990,-0.2054,0.2855,-0.4916,12.314,281.227,348.567,0.4207,0.2991,-0.2946,19.283,9.378,14.241,01-08 18:53:15.557
171,38.04256,0.2510,0.7612,-0.6021,2.053,349.566,3.820,-0.2121,0.3096,-0.4859,9.595,281.386,350.706,0.4527,0.3215,-0.2908,17.726,12.023,10.266,01-08 18:53:15.597
172,38.08433,0.2544,0.7612,-0.6015,2.068,350.022,3.605,-0.2166,0.3383,-0.4783,6.133,281.648,352.039,0.4821,0.3498,-0.2867,11.888,16.621,10.220,01-08 18:53:15.639
173,38.12655,0.2578,0.7613,-0.6011,2.090,350.541,3.436,-0.2184,0.3734,-0.4695,2.192,281.317,354.478,0.5093,0.3833,-0.2848,6.630,20.784,8.190,01-08 18:53:15.680
174,38.16774,0.2615,0.7613,-0.6014,2.110,351.242,3.295,-0.2103,0.4188,-0.4583,357.069,282.028,358.434,0.5318,0.4227,-0.2890,0.387,25.654,4.615,01-08 18:53:15.722
175,38.21474,0.2646,0.7614,-0.6017,2.147,351.766,3.124,-0.1975,0.4638,-0.4477,352.234,283.225,2.884,0.5494,0.4586,-0.2958,354.631,29.765,0.699,01-08 18:53:15.769
176,38.25092,0.2675,0.7612,-0.6023,2.332,352.111,2.838,-0.1770,0.5096,-0.4376,347.175,284.749,7.640,0.5616,0.4908,-0.3043,350.372,33.251,356.108,01-08 18:53:15.804
177,38.29308,0.2704,0.7612,-0.6031,2.449,352.353,2.579,-0.1501,0.5536,-0.4269,340.908,286.213,10.903,0.5677,0.5198,-0.3133,346.581,35.185,352.218,01-08 18:53:15.847
178,38.33451,0.2727,0.7614,-0.6044,2.566,352.411,2.347,-0.1091,0.5883,-0.4149,335.189,291.195,13.618,0.5623,0.5430,-0.3232,342.451,35.334,349.526,01-08 18:53:15.889
179,38.3764,0.2748,0.7620,-0.6059,2.369,352.490,2.140,-0.0679,0.6144,-0.4012,330.066,296.893,13.213,0.5558,0.5623,-0.3314,339.390,35.145,346.847,01-08 18:53:15.930
180,38.4177,0.2766,0.7626,-0.6075,2.239,352.501,2.025,-0.0224,0.6294,-0.3865,325.704,304.436,9.853,0.5464,0.5778,-0.3375,336.536,34.477,345.997,01-08 18:53:15.971
181,38.46043,0.2784,0.7630,-0.6091,2.053,352.457,1.934,0.0251,0.6358,-0.3711,322.141,315.101,3.798,0.5360,0.5901,-0.3423,334.311,33.528,343.913,01-08 18:53:16.015
182,38.50131,0.2795,0.7637,-0.6107,1.756,352.330,1.940,0.0762,0.6150,-0.3544,323.194,330.174,352.231,0.5211,0.5978,-0.3438,332.937,31.081,343.115,01-08 18:53:16.056
183,38.54269,0.2807,0.7638,-0.6125,1.765,352.144,1.857,0.1175,0.5867,-0.3410,326.963,341.700,345.072,0.5066,0.6055,-0.3438,331.614,28.222,343.431,01-08 18:53:16.097
184,38.5845,0.2812,0.7645,-0.6140,1.539,351.873,1.989,0.1481,0.5478,-0.3314,333.652,351.403,339.021,0.4915,0.6131,-0.3432,330.101,25.056,344.053,01-08 18:53:16.139
185,38.62664,0.2820,0.7646,-0.6146,1.382,351.559,2.011,0.1674,0.5087,-0.3240,339.659,354.471,336.975,0.4759,0.6208,-0.3426,327.828,22.221,345.802,01-08 18:53:16.181
186,38.6679,0.2822,0.7645,-0.6144,1.694,351.461,2.018,0.1645,0.4619,-0.3216,345.747,350.298,335.506,0.4591,0.6250,-0.3409,327.024,19.640,346.137,01-08 18:53:16.222
187,38.70982,0.2825,0.7644,-0.6141,1.922,351.191,2.131,0.1619,0.4224,-0.3239,351.827,349.333,336.445,0.4379,0.6257,-0.3390,327.645,15.494,345.494,01-08 18:53:16.263
188,38.75113,0.2822,0.7641,-0.6129,2.225,350.860,1.983,0.1547,0.3859,-0.3277,359.530,347.525,339.159,0.4082,0.6209,-0.3379,327.504,9.304,349.462,01-08 18:53:16.305
189,38.79285,0.2813,0.7626,-0.6114,3.051,350.438,2.250,0.1441,0.3541,-0.3350,5.251,345.595,340.109,0.3726,0.6098,-0.3375,328.385,359.898,356.647,01-08 18:53:16.346
190,38.83461,0.2802,0.7607,-0.6096,4.079,349.910,2.480,0.1227,0.3323,-0.3470,6.742,340.927,338.166,0.3323,0.5840,-0.3397,333.184,347.128,2.776,01-08 18:53:16.389
191,38.87636,0.2787,0.7598,-0.6075,4.778,349.352,2.428,0.0987,0.3151,-0.3566,10.635,335.910,339.974,0.3008,0.5561,-0.3447,339.384,336.154,5.027,01-08 18:53:16.430
192,38.91786,0.2772,0.7584,-0.6053,5.765,348.682,2.426,0.0712,0.3058,-0.3671,12.542,329.814,341.235,0.2812,0.5274,-0.3481,346.314,331.951,2.137,01-08 18:53:16.472
193,38.95923,0.2756,0.7569,-0.6025,6.879,347.978,2.462,0.0436,0.3016,-0.3784,13.524,323.808,341.712,0.2672,0.5004,-0.3504,351.073,331.058,3.845,01-08 18:53:16.514
194,39.00125,0.2744,0.7543,-0.6000,7.987,347.103,2.742,0.0157,0.3112,-0.3920,11.817,318.339,342.899,0.2688,0.4759,-0.3496,355.024,332.690,5.051,01-08 18:53:16.556
195,39.04234,0.2739,0.7519,-0.5972,9.257,346.074,3.055,-0.0095,0.3204,-0.4068,9.507,313.107,344.139,0.2781,0.4573,-0.3471,357.955,332.709,5.429,01-08 18:53:16.597
196,39.08458,0.2740,0.7498,-0.5941,10.422,344.809,3.343,-0.0322,0.3294,-0.4238,7.744,307.595,345.203,0.2948,0.4428,-0.3394,1.228,334.864,5.152,01-08 18:53:16.639
197,39.12616,0.2749,0.7481,-0.5910,11.527,343.483,3.893,-0.0532,0.3370,-0.4430,6.911,301.227,346.788,0.3154,0.4316,-0.3277,4.672,338.606,3.960,01-08 18:53:16.681
198,39.16753,0.2770,0.7482,-0.5864,11.796,341.849,4.052,-0.0656,0.3447,-0.4665,6.585,296.362,348.381,0.3471,0.4289,-0.3124,5.786,345.966,3.215,01-08 18:53:16.722
199,39.20913,0.2802,0.7466,-0.5826,12.437,340.741,4.086,-0.0730,0.3531,-0.4870,4.507,293.626,348.013,0.3769,0.4282,-0.3007,5.766,350.778,2.909,01-08 18:53:16.764
200,39.25084,0.2835,0.7437,-0.5788,13.180,339.860,4.218,-0.0797,0.3622,-0.5075,3.103,289.057,349.271,0.4077,0.4300,-0.2896,5.729,356.690,1.850,01-08 18:53:16.804
201,39.29232,0.2875,0.7387,-0.5761,14.212,339.440,4.138,-0.0812,0.3721,-0.5252,1.295,286.661,350.536,0.4379,0.4352,-0.2816,4.108,2.142,1.804,01-08 18:53:16.847
202,39.33432,0.2924,0.7341,-0.5757,16.937,341.147,4.060,-0.0800,0.3839,-0.5389,358.087,285.894,352.503,0.4675,0.4447,-0.2780,1.779,8.550,0.312,01-08 18:53:16.889
203,39.37619,0.2959,0.7338,-0.5767,16.874,342.234,3.165,-0.0813,0.3926,-0.5491,356.608,285.287,352.201,0.4935,0.4560,-0.2786,359.593,14.309,359.232,01-08 18:53:16.931
204,39.4178,0.2982,0.7348,-0.5805,16.729,343.407,2.476,-0.0852,0.4036,-0.5577,354.972,285.175,353.355,0.5166,0.4692,-0.2830,357.471,19.006,357.585,01-08 18:53:16.972
205,39.45944,0.3008,0.7355,-0.5860,16.406,344.992,2.377,-0.0920,0.4165,-0.5617,353.007,285.299,354.405,0.5362,0.4851,-0.2907,356.109,22.846,354.591,01-08 18:53:17.013
206,39.50106,0.3006,0.7383,-0.5923,15.467,347.381,2.008,-0.0991,0.4307,-0.5588,351.157,287.008,353.393,0.5493,0.5052,-0.3032,352.960,25.008,352.701,01-08 18:53:17.055
207,39.54223,0.2994,0.7418,-0.5999,13.498,349.221,1.698,-0.1036,0.4459,-0.5532,348.479,289.732,351.962,0.5604,0.5240,-0.3166,348.901,27.562,352.829,01-08 18:53:17.096
208,39.58423,0.2966,0.7438,-0.6085,12.236,350.572,1.377,-0.1072,0.4606,-0.5477,345.968,291.743,351.684,0.5711,0.5405,-0.3314,345.653,30.606,351.948,01-08 18:53:17.139
209,39.62651,0.2926,0.7452,-0.6175,11.430,352.058,0.811,-0.1087,0.4732,-0.5414,344.515,294.025,351.465,0.5817,0.5539,-0.3476,343.782,33.158,350.090,01-08 18:53:17.181
210,39.66746,0.2870,0.7453,-0.6269,10.665,353.503,0.198,-0.1019,0.4828,-0.5300,343.050,299.826,349.732,0.5913,0.5604,-0.3671,343.141,37.262,347.476,01-08 18:53:17.222
211,39.70922,0.2803,0.7477,-0.6359,9.764,354.928,359.482,-0.0903,0.4906,-0.5184,340.975,307.074,345.826,0.5990,0.5622,-0.3862,342.392,42.212,345.521,01-08 18:53:17.263
212,39.75119,0.2727,0.7526,-0.6444,9.020,356.200,358.617,-0.0785,0.4993,-0.5087,339.109,316.351,339.545,0.6032,0.5582,-0.4027,342.013,46.243,343.884,01-08 18:53:17.306
213,39.7932,0.2645,0.7533,-0.6541,7.146,357.254,357.967,-0.0792,0.5175,-0.5064,338.397,324.776,329.993,0.6037,0.5442,-0.4124,344.042,48.435,343.161,01-08 18:53:17.347
214,39.83469,0.2562,0.7531,-0.6657,6.877,357.397,358.506,-0.1068,0.5654,-0.5224,331.862,322.275,330.064,0.5959,0.5109,-0.4077,349.352,47.164,348.326,01-08 18:53:17.389
215,39.87594,0.2479,0.7552,-0.6759,6.543,357.321,358.420,-0.1309,0.6153,-0.5377,324.830,319.594,328.443,0.5848,0.4754,-0.4010,353.845,46.075,354.297,01-08 18:53:17.430
216,39.91807,0.2406,0.7580,-0.6850,5.499,357.037,357.857,-0.1492,0.6637,-0.5539,318.789,316.499,327.440,0.5700,0.4373,-0.3928,1.066,42.828,359.658,01-08 18:53:17.473
217,39.95975,0.2347,0.7612,-0.6934,4.412,356.670,357.213,-0.1613,0.7050,-0.5696,314.439,314.851,327.894,0.5524,0.4022,-0.3850,7.229,39.166,4.783,01-08 18:53:17.514
218,40.00102,0.2306,0.7638,-0.7009,3.946,356.651,356.758,-0.1661,0.7331,-0.5848,311.740,313.257,330.042,0.5339,0.3761,-0.3797,11.813,35.431,8.682,01-08 18:53:17.555
219,40.04266,0.2276,0.7668,-0.7071,3.305,356.908,356.339,-0.1697,0.7474,-0.5966,308.952,310.943,332.950,0.5208,0.3646,-0.3759,15.265,30.339,9.886,01-08 18:53:17.597
220,40.08459,0.2258,0.7685,-0.7125,2.554,357.393,355.808,-0.1738,0.7523,-0.6061,307.107,306.748,337.824,0.5164,0.3679,-0.3713,17.992,26.864,7.664,01-08 18:53:17.638
221,40.12631,0.2252,0.7699,-0.7171,1.920,357.798,355.670,-0.1792,0.7500,-0.6141,306.633,302.304,343.682,0.5149,0.3809,-0.3656,18.659,25.525,9.988,01-08 18:53:17.680
222,40.16748,0.2256,0.7701,-0.7207,1.663,358.428,355.652,-0.1878,0.7247,-0.6177,307.188,294.397,353.589,0.5175,0.4180,-0.3588,13.959,24.404,15.035,01-08 18:53:17.722
223,40.20929,0.2263,0.7703,-0.7233,1.500,358.909,355.597,-0.1995,0.6954,-0.6129,311.248,290.579,358.079,0.5194,0.4557,-0.3522,9.992,21.533,18.645,01-08 18:53:17.763
224,40.25131,0.2276,0.7714,-0.7249,1.259,359.098,355.938,-0.2118,0.6579,-0.6019,314.623,289.281,358.103,0.5247,0.4961,-0.3473,6.251,20.580,21.313,01-08 18:53:17.805
225,40.29264,0.2292,0.7727,-0.7260,0.738,359.209,355.998,-0.2254,0.6151,-0.5894,318.141,286.948,357.606,0.5302,0.5378,-0.3459,2.581,19.795,25.303,01-08 18:53:17.847
226,40.33427,0.2309,0.7720,-0.7280,1.007,359.208,356.421,-0.2432,0.5548,-0.5723,327.974,285.481,356.610,0.5377,0.5858,-0.3530,357.401,20.700,23.725,01-08 18:53:17.888
227,40.37617,0.2328,0.7729,-0.7289,0.322,359.092,357.036,-0.2560,0.4912,-0.5541,338.728,286.423,350.172,0.5425,0.6303,-0.3653,350.515,21.820,23.187,01-08 18:53:17.931
228,40.41792,0.2350,0.7732,-0.7303,359.947,358.982,357.546,-0.2596,0.4297,-0.5394,348.659,289.246,344.872,0.5455,0.6703,-0.3836,343.318,23.105,19.980,01-08 18:53:17.972
229,40.45892,0.2373,0.7733,-0.7321,359.558,358.856,358.273,-0.2576,0.3765,-0.5284,357.077,291.968,342.082,0.5491,0.7061,-0.4074,334.919,25.984,14.253,01-08 18:53:18.013
230,40.50078,0.2400,0.7737,-0.7339,359.132,358.732,358.844,-0.2523,0.3372,-0.5181,4.558,294.854,333.553,0.5531,0.7215,-0.4403,328.492,31.742,3.503,01-08 18:53:18.055
231,40.54277,0.2425,0.7738,-0.7359,358.745,358.586,359.366,-0.2509,0.3124,-0.5102,14.776,298.845,328.262,0.5552,0.7220,-0.4684,324.205,37.295,354.847,01-08 18:53:18.097
232,40.58451,0.2455,0.7736,-0.7380,358.775,358.254,0.068,-0.2510,0.3153,-0.5079,14.558,300.845,324.276,0.5529,0.7131,-0.4877,320.754,38.991,353.246,01-08 18:53:18.138
233,40.62661,0.2481,0.7742,-0.7390,358.489,357.912,0.646,-0.2584,0.3369,-0.5075,13.222,300.673,322.937,0.5509,0.6935,-0.4960,321.407,38.446,353.561,01-08 18:53:18.181
234,40.66806,0.2508,0.7737,-0.7398,358.206,357.790,0.765,-0.2670,0.3868,-0.5091,6.787,300.563,321.495,0.5508,0.6619,-0.4896,326.221,34.504,355.714,01-08 18:53:18.223
235,40.70943,0.2536,0.7730,-0.7404,358.180,357.619,1.194,-0.2722,0.4395,-0.5106,1.355,301.089,321.869,0.5531,0.6256,-0.4752,331.489,33.095,357.492,01-08 18:53:18.263
236,40.75091,0.2559,0.7715,-0.7412,358.468,357.652,1.418,-0.2722,0.4889,-0.5135,356.641,302.818,319.769,0.5578,0.5846,-0.4582,337.681,32.468,0.523,01-08 18:53:18.305
237,40.79268,0.2578,0.7710,-0.7419,358.728,357.617,1.749,-0.2669,0.5406,-0.5187,351.486,305.147,317.842,0.5640,0.5370,-0.4373,346.091,32.712,1.831,01-08 18:53:18.347
238,40.8343,0.2597,0.7703,-0.7423,359.086,357.855,1.735,-0.2524,0.5955,-0.5298,344.096,306.249,318.665,0.5690,0.4805,-0.4176,358.798,32.127,3.201,01-08 18:53:18.388
239,40.87601,0.2612,0.7697,-0.7428,358.815,357.865,1.627,-0.2360,0.6439,-0.5439,335.889,305.270,319.261,0.5660,0.4304,-0.4070,6.361,33.234,8.544,01-08 18:53:18.430
240,40.91808,0.2628,0.7691,-0.7430,359.076,357.894,1.404,-0.2149,0.6865,-0.5608,326.407,304.506,320.345,0.5566,0.3873,-0.3982,13.560,28.858,13.964,01-08 18:53:18.471
241,40.95993,0.2643,0.7690,-0.7431,359.007,358.004,1.149,-0.1914,0.7219,-0.5814,317.598,301.960,325.950,0.5457,0.3533,-0.3918,18.749,24.321,18.847,01-08 18:53:18.515
242,41.00107,0.2659,0.7689,-0.7433,359.059,358.070,0.872,-0.1669,0.7429,-0.6074,309.632,294.060,341.826,0.5339,0.3324,-0.3881,27.259,18.392,24.520,01-08 18:53:18.556
243,41.04279,0.2680,0.7688,-0.7434,359.033,358.189,0.552,-0.1462,0.7491,-0.6314,302.609,281.117,0.135,0.5275,0.3319,-0.3870,29.924,11.263,25.266,01-08 18:53:18.596
244,41.08456,0.2700,0.7685,-0.7434,359.132,358.535,0.223,-0.1301,0.7417,-0.6485,299.343,265.771,18.649,0.5297,0.3465,-0.3840,33.408,8.343,26.078,01-08 18:53:18.638
245,41.12614,0.2720,0.7686,-0.7430,359.078,358.883,0.037,-0.1176,0.7281,-0.6586,298.656,251.682,34.283,0.5366,0.3742,-0.3794,28.720,11.628,33.030,01-08 18:53:18.681
246,41.16795,0.2736,0.7683,-0.7428,359.108,359.308,0.030,-0.1160,0.6972,-0.6517,301.072,256.219,32.014,0.5428,0.4258,-0.3749,18.935,12.625,38.787,01-08 18:53:18.722
247,41.20927,0.2751,0.7683,-0.7425,359.038,359.615,0.348,-0.1219,0.6647,-0.6349,306.764,269.947,21.265,0.5468,0.4830,-0.3735,12.805,12.638,33.255,01-08 18:53:18.763
248,41.25092,0.2766,0.7680,-0.7426,359.253,0.014,0.631,-0.1316,0.6291,-0.6128,315.450,280.814,11.235,0.5467,0.5390,-0.3779,6.109,11.017,30.039,01-08 18:53:18.805
249,41.29268,0.2775,0.7682,-0.7427,359.187,0.031,1.196,-0.1458,0.5789,-0.5834,325.917,288.308,1.909,0.5442,0.5960,-0.3902,355.969,10.556,28.368,01-08 18:53:18.847
250,41.33433,0.2783,0.7684,-0.7431,358.981,359.840,1.376,-0.1606,0.5162,-0.5532,337.388,291.658,352.680,0.5432,0.6494,-0.4140,343.501,12.476,24.170,01-08 18:53:18.888
251,41.37618,0.2792,0.7683,-0.7440,358.923,359.677,1.547,-0.1705,0.4548,-0.5269,347.112,295.249,342.157,0.5461,0.6964,-0.4429,329.817,19.610,16.189,01-08 18:53:18.930
252,41.41805,0.2800,0.7688,-0.7444,358.489,359.301,2.117,-0.1777,0.4015,-0.5072,358.573,304.389,343.329,0.5511,0.7317,-0.4813,316.026,34.630,359.271,01-08 18:53:18.972
253,41.45967,0.2805,0.7697,-0.7440,358.096,358.998,2.445,-0.1851,0.3584,-0.4939,10.550,310.264,340.099,0.5562,0.7492,-0.5239,309.068,53.963,335.211,01-08 18:53:19.014
254,41.50123,0.2806,0.7699,-0.7438,357.910,358.720,2.894,-0.1985,0.3448,-0.4977,17.294,308.439,332.500,0.5531,0.7331,-0.5501,306.450,57.998,332.516,01-08 18:53:19.056
255,41.54248,0.2807,0.7691,-0.7427,358.244,358.735,3.039,-0.2024,0.3608,-0.5032,13.688,309.856,315.229,0.5481,0.7147,-0.5567,307.161,56.003,334.756,01-08 18:53:19.097
256,41.58445,0.2802,0.7682,-0.7401,358.518,358.914,3.276,-0.2111,0.4024,-0.5053,9.614,311.449,316.292,0.5426,0.6913,-0.5492,310.809,47.373,340.809,01-08 18:53:19.138
