Frame,Time,HMD_PosX,HMD_PosY,HMD_PosZ,HMD_RotX,HMD_RotY,HMD_RotZ,L_ctrl_PosX,L_ctrl_PosY,L_ctrl_PosZ,L_ctrl_RotX,L_ctrl_RotY,L_ctrl_RotZ,R_ctrl_PosX,R_ctrl_PosY,R_ctrl_PosZ,R_ctrl_RotX,R_ctrl_RotY,R_ctrl_RotZ,Timestamp
390,47.16783,0.2590,0.7534,-0.5643,359.958,103.726,359.820,0.5347,0.4563,-0.4036,351.221,80.345,352.655,0.5322,0.4869,-0.6812,353.059,98.787,356.353,01-08 18:53:24.722
391,47.20938,0.2573,0.7531,-0.5613,359.763,102.916,0.165,0.5338,0.4561,-0.4046,351.246,80.426,353.127,0.5311,0.4873,-0.6816,352.922,99.015,356.472,01-08 18:53:24.763
392,47.2509,0.2561,0.7531,-0.5578,359.585,101.314,0.412,0.5329,0.4558,-0.4034,351.200,80.224,352.864,0.5312,0.4871,-0.6810,352.982,98.841,356.372,01-08 18:53:24.804
393,47.29277,0.2547,0.7535,-0.5549,359.313,99.577,0.738,0.5317,0.4559,-0.4026,351.121,80.026,352.940,0.5304,0.4872,-0.6804,352.929,98.682,356.538,01-08 18:53:24.847
394,47.33464,0.2535,0.7536,-0.5519,358.925,96.972,0.991,0.5262,0.4561,-0.3960,350.872,78.369,353.503,0.5304,0.4869,-0.6760,353.010,97.565,356.663,01-08 18:53:24.888
395,47.37626,0.2523,0.7543,-0.5496,358.663,94.665,1.141,0.5218,0.4560,-0.3891,350.943,76.992,353.535,0.5322,0.4864,-0.6699,353.074,96.174,356.863,01-08 18:53:24.930
396,47.41762,0.2515,0.7556,-0.5480,358.359,92.072,1.344,0.5161,0.4558,-0.3802,351.050,75.111,353.522,0.5351,0.4860,-0.6628,353.353,94.758,356.578,01-08 18:53:24.971
397,47.45924,0.2508,0.7566,-0.5467,357.963,89.598,1.459,0.5101,0.4553,-0.3704,351.254,73.126,353.441,0.5381,0.4859,-0.6547,353.368,93.208,356.669,01-08 18:53:25.013
398,47.50104,0.2501,0.7569,-0.5452,357.463,86.546,1.360,0.5020,0.4556,-0.3577,351.261,70.550,353.399,0.5416,0.4860,-0.6436,353.356,91.075,356.393,01-08 18:53:25.055
399,47.54247,0.2497,0.7572,-0.5436,357.279,83.486,1.299,0.4929,0.4561,-0.3441,351.161,67.836,353.377,0.5447,0.4857,-0.6309,353.213,88.648,356.487,01-08 18:53:25.096
400,47.58424,0.2495,0.7577,-0.5418,356.889,80.014,1.292,0.4826,0.4566,-0.3294,350.943,64.394,353.362,0.5480,0.4843,-0.6161,353.449,85.683,356.511,01-08 18:53:25.138
401,47.62576,0.2494,0.7584,-0.5400,356.641,76.529,1.405,0.4705,0.4570,-0.3139,350.873,60.697,353.638,0.5515,0.4823,-0.5998,353.674,82.693,356.593,01-08 18:53:25.180
402,47.668,0.2497,0.7599,-0.5381,356.343,72.681,1.582,0.4549,0.4561,-0.2978,351.286,56.727,353.834,0.5549,0.4801,-0.5807,354.112,79.279,356.741,01-08 18:53:25.223
403,47.7093,0.2498,0.7609,-0.5364,355.994,68.710,1.601,0.4377,0.4548,-0.2823,351.625,52.700,353.844,0.5576,0.4783,-0.5606,354.622,75.899,356.637,01-08 18:53:25.263
404,47.7505,0.2498,0.7615,-0.5342,355.767,64.370,1.534,0.4180,0.4528,-0.2676,352.048,48.831,353.571,0.5585,0.4771,-0.5383,354.717,71.992,356.564,01-08 18:53:25.305
405,47.7924,0.2498,0.7625,-0.5321,355.589,59.861,1.357,0.3972,0.4506,-0.2536,352.375,44.884,352.788,0.5582,0.4759,-0.5151,354.850,68.053,356.398,01-08 18:53:25.346
406,47.83435,0.2495,0.7625,-0.5301,355.411,55.109,1.067,0.3741,0.4488,-0.2395,352.683,40.324,352.488,0.5562,0.4747,-0.4900,355.008,63.895,356.276,01-08 18:53:25.388
407,47.87597,0.2489,0.7632,-0.5279,355.540,50.182,0.746,0.3478,0.4475,-0.2268,352.928,35.381,352.261,0.5515,0.4733,-0.4632,355.277,59.338,356.296,01-08 18:53:25.429
408,47.91762,0.2481,0.7638,-0.5255,355.551,45.231,0.468,0.3198,0.4468,-0.2153,353.256,30.119,352.521,0.5446,0.4720,-0.4365,355.579,54.679,356.308,01-08 18:53:25.472
409,47.95914,0.2468,0.7644,-0.5228,355.525,40.186,0.414,0.2911,0.4463,-0.2052,353.575,24.840,352.508,0.5359,0.4707,-0.4099,355.847,49.897,356.493,01-08 18:53:25.513
410,48.001,0.2453,0.7653,-0.5200,355.541,34.937,0.559,0.2603,0.4466,-0.1983,353.778,19.292,352.981,0.5229,0.4698,-0.3843,356.088,44.868,356.846,01-08 18:53:25.555
411,48.04259,0.2430,0.7670,-0.5169,355.055,29.500,0.286,0.2296,0.4467,-0.1937,354.017,13.877,353.132,0.5088,0.4690,-0.3601,356.280,39.882,357.054,01-08 18:53:25.596
412,48.08395,0.2402,0.7672,-0.5152,355.312,23.946,0.519,0.1989,0.4468,-0.1927,354.083,8.465,353.109,0.4932,0.4683,-0.3376,356.460,34.941,357.318,01-08 18:53:25.638
413,48.1257,0.2370,0.7680,-0.5129,355.183,17.959,0.852,0.1685,0.4465,-0.1936,354.253,3.224,353.365,0.4767,0.4675,-0.3167,356.753,30.106,357.542,01-08 18:53:25.680
414,48.16771,0.2335,0.7686,-0.5110,355.538,11.892,0.936,0.1390,0.4462,-0.1990,354.634,357.853,353.515,0.4591,0.4665,-0.2984,357.015,25.500,357.705,01-08 18:53:25.721
415,48.20915,0.2295,0.7695,-0.5098,355.680,5.443,1.145,0.1105,0.4459,-0.2064,354.857,352.439,353.745,0.4409,0.4658,-0.2824,357.293,20.969,357.999,01-08 18:53:25.763
416,48.25035,0.2263,0.7707,-0.5097,355.467,359.485,1.505,0.0836,0.4456,-0.2168,355.473,347.258,354.294,0.4224,0.4654,-0.2689,357.489,16.561,358.082,01-08 18:53:25.804
417,48.29219,0.2225,0.7706,-0.5105,355.702,353.585,1.747,0.0588,0.4453,-0.2292,355.661,342.481,354.597,0.4039,0.4649,-0.2569,357.569,12.140,358.443,01-08 18:53:25.847
418,48.3345,0.2200,0.7710,-0.5120,356.068,348.157,1.508,0.0358,0.4453,-0.2424,355.626,338.028,354.771,0.3858,0.4644,-0.2471,357.654,7.876,358.433,01-08 18:53:25.888
419,48.37619,0.2177,0.7700,-0.5144,356.528,342.930,1.778,0.0173,0.4447,-0.2602,356.253,333.408,354.828,0.3676,0.4631,-0.2412,357.858,4.344,358.491,01-08 18:53:25.930
420,48.41696,0.2163,0.7699,-0.5172,356.696,337.889,1.541,0.0011,0.4449,-0.2776,355.930,329.781,354.603,0.3504,0.4620,-0.2359,357.983,0.695,358.158,01-08 18:53:25.972
421,48.4591,0.2151,0.7685,-0.5211,357.128,332.990,1.341,-0.0137,0.4447,-0.2949,356.184,326.221,354.640,0.3336,0.4603,-0.2319,358.187,357.303,358.228,01-08 18:53:26.013
422,48.50125,0.2143,0.7681,-0.5252,357.110,328.770,1.307,-0.0262,0.4445,-0.3122,356.060,322.967,354.534,0.3177,0.4582,-0.2292,358.421,353.799,357.968,01-08 18:53:26.055
423,48.54238,0.2142,0.7672,-0.5292,357.271,325.086,1.303,-0.0356,0.4440,-0.3285,356.065,319.962,354.481,0.3032,0.4557,-0.2290,358.632,350.956,358.147,01-08 18:53:26.096
424,48.58387,0.2139,0.7670,-0.5331,357.174,321.425,1.168,-0.0449,0.4433,-0.3436,356.211,316.713,354.718,0.2895,0.4537,-0.2290,358.855,348.035,358.089,01-08 18:53:26.138
425,48.62614,0.2138,0.7655,-0.5374,357.273,317.862,1.033,-0.0527,0.4428,-0.3579,356.236,314.034,354.845,0.2772,0.4521,-0.2298,358.954,345.359,358.081,01-08 18:53:26.181
426,48.66783,0.2138,0.7645,-0.5410,357.404,314.790,1.037,-0.0588,0.4423,-0.3708,356.330,311.778,354.931,0.2664,0.4509,-0.2310,358.917,343.085,358.080,01-08 18:53:26.221
427,48.70873,0.2136,0.7636,-0.5440,357.567,312.521,1.113,-0.0614,0.4425,-0.3812,356.156,310.243,354.794,0.2583,0.4502,-0.2325,358.857,341.478,357.803,01-08 18:53:26.263
428,48.75002,0.2139,0.7629,-0.5460,357.479,310.566,1.389,-0.0644,0.4424,-0.3905,356.120,308.827,354.716,0.2499,0.4492,-0.2338,358.887,339.786,357.713,01-08 18:53:26.304
429,48.79235,0.2142,0.7624,-0.5481,357.681,309.049,1.516,-0.0667,0.4425,-0.3983,356.033,307.558,354.788,0.2426,0.4481,-0.2349,359.034,338.307,357.711,01-08 18:53:26.347
430,48.83414,0.2147,0.7621,-0.5493,357.780,307.831,1.603,-0.0684,0.4423,-0.4044,356.166,306.588,354.658,0.2365,0.4472,-0.2364,359.066,336.920,357.926,01-08 18:53:26.389
431,48.87555,0.2149,0.7618,-0.5502,357.605,306.968,1.540,-0.0687,0.4427,-0.4069,356.044,306.230,354.818,0.2337,0.4470,-0.2374,359.079,336.272,357.922,01-08 18:53:26.430
432,48.91725,0.2156,0.7617,-0.5503,357.550,306.602,1.398,-0.0694,0.4431,-0.4082,356.065,305.823,354.868,0.2318,0.4469,-0.2383,359.080,335.672,357.928,01-08 18:53:26.472
433,48.9589,0.2164,0.7614,-0.5504,357.525,306.720,1.369,-0.0695,0.4433,-0.4077,356.002,305.646,354.999,0.2318,0.4469,-0.2388,358.995,335.417,357.985,01-08 18:53:26.513
434,49.00095,0.2183,0.7611,-0.5486,357.610,307.300,1.354,-0.0689,0.4433,-0.4066,355.952,305.844,354.998,0.2331,0.4470,-0.2384,358.959,335.713,358.008,01-08 18:53:26.555
435,49.04206,0.2205,0.7619,-0.5460,357.524,308.902,1.292,-0.0673,0.4431,-0.4049,356.007,306.141,354.910,0.2346,0.4469,-0.2381,358.999,335.871,357.913,01-08 18:53:26.596
436,49.08346,0.2238,0.7627,-0.5418,357.168,311.550,1.230,-0.0633,0.4423,-0.3992,356.235,307.173,354.575,0.2397,0.4469,-0.2362,359.067,336.807,357.719,01-08 18:53:26.637
437,49.12524,0.2275,0.7634,-0.5378,356.939,314.453,1.076,-0.0599,0.4419,-0.3931,356.431,308.258,354.379,0.2457,0.4472,-0.2343,359.189,337.924,357.486,01-08 18:53:26.680
438,49.1676,0.2320,0.7644,-0.5331,356.586,318.188,0.652,-0.0559,0.4416,-0.3849,356.536,309.718,354.319,0.2536,0.4483,-0.2333,358.964,339.253,357.458,01-08 18:53:26.721
439,49.20881,0.2366,0.7645,-0.5287,356.461,321.954,359.929,-0.0520,0.4413,-0.3755,356.648,310.983,354.223,0.2626,0.4488,-0.2325,358.950,340.839,357.337,01-08 18:53:26.763
440,49.25024,0.2418,0.7650,-0.5239,356.437,326.197,359.381,-0.0466,0.4412,-0.3647,356.766,312.640,354.197,0.2733,0.4489,-0.2318,358.909,342.703,357.200,01-08 18:53:26.804
441,49.29243,0.2473,0.7651,-0.5191,356.521,330.802,358.944,-0.0397,0.4412,-0.3530,356.836,314.704,354.160,0.2849,0.4486,-0.2313,359.018,344.811,357.206,01-08 18:53:26.847
442,49.33425,0.2529,0.7653,-0.5153,356.636,335.578,358.609,-0.0316,0.4411,-0.3405,356.927,316.962,353.986,0.2978,0.4482,-0.2308,359.235,347.103,357.108,01-08 18:53:26.888
443,49.3757,0.2593,0.7653,-0.5120,356.819,340.652,358.236,-0.0199,0.4412,-0.3260,356.976,320.053,353.842,0.3133,0.4480,-0.2311,359.347,349.983,356.931,01-08 18:53:26.930
444,49.41691,0.2648,0.7655,-0.5096,356.907,345.136,357.833,-0.0086,0.4411,-0.3118,356.977,322.845,353.793,0.3287,0.4481,-0.2321,359.390,352.810,356.978,01-08 18:53:26.972
445,49.45887,0.2703,0.7655,-0.5078,357.151,349.989,357.689,0.0033,0.4407,-0.2977,357.128,325.655,353.637,0.3446,0.4485,-0.2339,359.468,355.688,356.772,01-08 18:53:27.013
446,49.50116,0.2751,0.7654,-0.5066,357.354,354.349,357.850,0.0163,0.4405,-0.2840,357.208,328.516,353.658,0.3609,0.4492,-0.2366,359.456,358.696,356.648,01-08 18:53:27.055
447,49.54222,0.2798,0.7648,-0.5063,357.559,358.615,357.932,0.0317,0.4405,-0.2715,357.210,331.654,353.679,0.3769,0.4501,-0.2413,359.360,1.605,356.706,01-08 18:53:27.096
448,49.58394,0.2841,0.7646,-0.5063,357.917,2.592,357.947,0.0471,0.4405,-0.2599,357.199,334.811,353.729,0.3923,0.4508,-0.2466,359.244,4.439,356.877,01-08 18:53:27.138
449,49.62589,0.2884,0.7645,-0.5070,358.138,6.745,357.807,0.0631,0.4403,-0.2488,357.207,337.932,353.744,0.4077,0.4514,-0.2525,359.234,7.254,356.878,01-08 18:53:27.180
450,49.66773,0.2924,0.7644,-0.5081,358.311,10.581,357.744,0.0791,0.4399,-0.2389,357.275,340.893,353.837,0.4228,0.4520,-0.2596,359.174,10.143,356.944,01-08 18:53:27.221
451,49.70903,0.2960,0.7639,-0.5101,358.522,14.317,357.881,0.0955,0.4383,-0.2303,357.521,343.809,353.935,0.4372,0.4519,-0.2684,359.193,12.958,357.080,01-08 18:53:27.263
452,49.74483,0.2984,0.7638,-0.5112,358.601,16.732,357.970,0.1063,0.4374,-0.2249,357.653,345.616,354.016,0.4468,0.4519,-0.2746,359.188,14.945,357.127,01-08 18:53:27.298
453,49.79205,0.3025,0.7631,-0.5140,358.836,21.435,358.054,0.1288,0.4353,-0.2147,357.943,349.423,354.005,0.4659,0.4513,-0.2879,359.332,18.813,357.118,01-08 18:53:27.347
454,49.83421,0.3059,0.7626,-0.5163,359.132,24.977,358.219,0.1465,0.4339,-0.2083,358.096,352.458,354.001,0.4796,0.4506,-0.2992,359.366,21.678,357.272,01-08 18:53:27.389
455,49.87561,0.3094,0.7620,-0.5196,359.374,28.587,358.243,0.1650,0.4331,-0.2040,358.147,355.384,354.190,0.4931,0.4492,-0.3117,359.687,24.843,357.442,01-08 18:53:27.430
456,49.91692,0.3118,0.7611,-0.5227,359.633,32.021,358.266,0.1836,0.4323,-0.1998,358.203,358.358,354.290,0.5064,0.4484,-0.3247,359.822,27.894,357.363,01-08 18:53:27.471
457,49.95878,0.3143,0.7604,-0.5261,359.827,35.209,358.279,0.2028,0.4319,-0.1966,358.189,1.311,354.309,0.5193,0.4483,-0.3384,359.800,30.948,357.434,01-08 18:53:27.512
458,50.00088,0.3161,0.7595,-0.5299,0.003,38.173,358.266,0.2220,0.4314,-0.1944,358.160,4.469,354.251,0.5314,0.4482,-0.3526,359.775,33.987,357.303,01-08 18:53:27.555
459,50.04209,0.3169,0.7590,-0.5335,0.144,40.700,358.185,0.2411,0.4313,-0.1949,358.153,7.347,354.228,0.5414,0.4487,-0.3680,359.731,37.137,357.086,01-08 18:53:27.597
460,50.08363,0.3173,0.7587,-0.5374,0.261,43.233,358.202,0.2596,0.4314,-0.1958,358.095,10.455,354.114,0.5502,0.4488,-0.3829,359.684,39.965,357.017,01-08 18:53:27.637
461,50.12593,0.3171,0.7581,-0.5411,0.387,45.673,358.204,0.2772,0.4316,-0.1977,357.973,13.560,353.994,0.5577,0.4483,-0.3973,359.752,42.650,356.968,01-08 18:53:27.681
462,50.16783,0.3167,0.7580,-0.5448,0.264,47.939,358.115,0.2935,0.4318,-0.2005,357.857,16.193,353.910,0.5641,0.4477,-0.4115,359.940,45.153,356.936,01-08 18:53:27.722
463,50.2091,0.3154,0.7575,-0.5482,0.215,49.841,358.144,0.3080,0.4317,-0.2046,357.734,18.915,353.797,0.5682,0.4466,-0.4242,0.071,47.362,356.808,01-08 18:53:27.764
464,50.25019,0.3139,0.7571,-0.5515,0.121,51.586,358.037,0.3217,0.4314,-0.2085,357.728,21.490,353.272,0.5716,0.4454,-0.4353,0.335,49.379,356.761,01-08 18:53:27.804
465,50.29219,0.3117,0.7567,-0.5550,0.073,53.232,357.918,0.3355,0.4319,-0.2125,357.416,24.078,352.538,0.5744,0.4452,-0.4448,0.651,51.345,356.825,01-08 18:53:27.847
466,50.3342,0.3090,0.7563,-0.5580,0.048,54.694,357.829,0.3495,0.4341,-0.2165,357.048,27.160,351.344,0.5758,0.4474,-0.4512,0.592,52.464,357.394,01-08 18:53:27.888
467,50.37551,0.3056,0.7569,-0.5611,359.777,55.864,357.783,0.3639,0.4443,-0.2212,355.477,30.524,349.245,0.5754,0.4595,-0.4512,358.935,51.462,358.962,01-08 18:53:27.930
468,50.417,0.3012,0.7570,-0.5642,359.392,56.917,357.670,0.3785,0.4598,-0.2242,354.215,34.421,348.785,0.5792,0.4780,-0.4504,356.475,52.160,0.126,01-08 18:53:27.972
469,50.45905,0.2961,0.7570,-0.5671,359.154,57.658,357.547,0.3924,0.4821,-0.2265,351.993,37.800,348.076,0.5837,0.5022,-0.4492,352.875,52.155,1.657,01-08 18:53:28.013
470,50.50082,0.2901,0.7584,-0.5692,358.507,58.139,357.467,0.4039,0.5138,-0.2288,347.721,40.223,346.466,0.5912,0.5326,-0.4470,349.801,52.758,2.102,01-08 18:53:28.054
471,50.54277,0.2835,0.7595,-0.5707,357.830,58.026,357.333,0.4098,0.5591,-0.2282,341.983,40.512,348.443,0.5994,0.5743,-0.4484,345.235,54.792,1.770,01-08 18:53:28.097
472,50.58396,0.2769,0.7610,-0.5717,356.963,57.671,357.329,0.4134,0.6040,-0.2280,336.324,39.135,349.912,0.6039,0.6169,-0.4505,340.411,56.455,2.084,01-08 18:53:28.138
473,50.62569,0.2704,0.7624,-0.5727,355.917,57.187,357.507,0.4160,0.6488,-0.2314,330.174,39.271,350.075,0.6053,0.6599,-0.4544,335.983,57.892,1.730,01-08 18:53:28.180
474,50.66793,0.2641,0.7639,-0.5734,354.925,56.890,357.559,0.4156,0.6933,-0.2360,325.574,40.034,351.771,0.5992,0.7036,-0.4604,330.713,59.240,0.927,01-08 18:53:28.222
475,50.70892,0.2588,0.7655,-0.5737,353.852,56.638,357.811,0.4104,0.7340,-0.2413,321.355,38.877,354.147,0.5902,0.7423,-0.4663,326.252,59.954,1.004,01-08 18:53:28.263
476,50.75076,0.2540,0.7667,-0.5736,352.758,56.386,357.853,0.4052,0.7708,-0.2472,316.503,36.451,354.819,0.5789,0.7778,-0.4730,322.539,58.845,0.488,01-08 18:53:28.304
477,50.79244,0.2499,0.7677,-0.5735,352.029,56.175,357.960,0.3994,0.8058,-0.2543,312.240,35.976,356.206,0.5679,0.8108,-0.4799,319.702,57.968,359.079,01-08 18:53:28.347
478,50.83406,0.2465,0.7687,-0.5732,351.437,56.106,358.035,0.3922,0.8357,-0.2607,309.229,34.443,358.705,0.5572,0.8393,-0.4878,316.950,58.910,357.659,01-08 18:53:28.388
479,50.87577,0.2441,0.7691,-0.5727,351.018,56.056,358.186,0.3831,0.8584,-0.2650,308.783,32.424,3.500,0.5447,0.8606,-0.4948,311.580,62.792,359.156,01-08 18:53:28.430
480,50.91743,0.2420,0.7695,-0.5722,350.669,56.051,358.218,0.3744,0.8783,-0.2705,306.625,29.705,6.156,0.5349,0.8800,-0.5028,309.778,63.726,356.514,01-08 18:53:28.472
481,50.95929,0.2401,0.7701,-0.5720,350.340,56.100,358.268,0.3648,0.8936,-0.2767,304.175,27.284,8.041,0.5259,0.8963,-0.5098,307.924,64.727,354.749,01-08 18:53:28.513
482,51.00114,0.2389,0.7704,-0.5717,350.236,56.248,358.213,0.3551,0.9022,-0.2809,303.225,26.421,10.855,0.5201,0.9057,-0.5154,307.424,64.852,354.068,01-08 18:53:28.556
483,51.0423,0.2380,0.7708,-0.5710,349.984,56.386,358.161,0.3471,0.9068,-0.2828,302.558,24.071,14.475,0.5166,0.9125,-0.5209,306.867,66.295,351.674,01-08 18:53:28.597
484,51.08397,0.2375,0.7709,-0.5706,349.985,56.627,358.015,0.3431,0.9071,-0.2826,302.871,23.003,16.505,0.5157,0.9138,-0.5233,306.547,67.775,350.482,01-08 18:53:28.638
485,51.12548,0.2370,0.7705,-0.5701,350.153,56.885,357.910,0.3428,0.9047,-0.2819,302.914,24.061,15.723,0.5171,0.9115,-0.5229,306.811,68.954,349.818,01-08 18:53:28.680
486,51.16747,0.2362,0.7705,-0.5693,350.368,57.149,357.934,0.3463,0.9008,-0.2801,303.135,24.836,14.389,0.5198,0.9071,-0.5201,307.676,67.963,350.599,01-08 18:53:28.722
487,51.209,0.2358,0.7699,-0.5687,350.632,57.282,357.977,0.3527,0.8904,-0.2722,304.921,25.888,13.413,0.5286,0.8949,-0.5109,309.966,66.912,351.768,01-08 18:53:28.763
488,51.25069,0.2352,0.7695,-0.5680,350.854,57.337,358.002,0.3619,0.8796,-0.2654,306.348,28.197,10.133,0.5372,0.8830,-0.5022,311.995,66.267,352.622,01-08 18:53:28.805
489,51.29239,0.2345,0.7692,-0.5669,351.142,57.340,357.972,0.3709,0.8668,-0.2565,308.569,29.871,8.152,0.5468,0.8687,-0.4923,314.452,65.281,353.727,01-08 18:53:28.846
490,51.33475,0.2338,0.7687,-0.5657,351.417,57.224,357.982,0.3797,0.8516,-0.2452,311.548,30.071,8.243,0.5578,0.8510,-0.4815,317.293,64.854,354.370,01-08 18:53:28.889
491,51.3761,0.2329,0.7678,-0.5644,351.995,56.885,358.109,0.3909,0.8294,-0.2329,314.881,30.845,6.624,0.5705,0.8269,-0.4687,320.794,64.309,355.324,01-08 18:53:28.931
492,51.41753,0.2323,0.7675,-0.5628,352.509,56.464,358.241,0.4019,0.8055,-0.2223,317.549,30.726,4.381,0.5829,0.8009,-0.4556,324.526,63.500,356.570,01-08 18:53:28.971
493,51.45897,0.2318,0.7664,-0.5609,353.052,56.125,358.140,0.4133,0.7791,-0.2118,321.351,31.591,3.098,0.5954,0.7723,-0.4436,328.573,62.983,357.142,01-08 18:53:29.014
494,51.50176,0.2317,0.7659,-0.5593,353.638,55.779,358.215,0.4256,0.7500,-0.2034,325.312,33.387,0.580,0.6082,0.7418,-0.4313,332.600,63.291,357.684,01-08 18:53:29.056
495,51.5425,0.2320,0.7646,-0.5573,354.403,55.590,358.261,0.4349,0.7168,-0.1986,328.142,34.847,358.027,0.6186,0.7065,-0.4204,337.462,62.991,357.722,01-08 18:53:29.096
496,51.5844,0.2327,0.7633,-0.5552,355.162,55.422,358.333,0.4416,0.6833,-0.1942,331.893,36.003,357.003,0.6260,0.6713,-0.4107,341.857,62.789,358.408,01-08 18:53:29.139
497,51.62585,0.2334,0.7624,-0.5534,355.908,55.278,358.307,0.4476,0.6491,-0.1914,335.328,37.051,355.546,0.6310,0.6372,-0.4027,345.616,62.416,358.958,01-08 18:53:29.181
498,51.66814,0.2342,0.7610,-0.5515,356.676,55.130,358.369,0.4513,0.6134,-0.1898,339.079,38.233,354.509,0.6337,0.6024,-0.3967,349.277,62.354,359.890,01-08 18:53:29.223
499,51.70923,0.2351,0.7597,-0.5491,357.621,55.115,358.430,0.4520,0.5765,-0.1907,343.083,38.465,353.654,0.6333,0.5682,-0.3949,353.509,61.924,359.510,01-08 18:53:29.264
500,51.75603,0.2361,0.7577,-0.5468,358.711,55.056,358.615,0.4517,0.5403,-0.1925,347.637,39.750,352.766,0.6305,0.5363,-0.3939,357.361,61.324,359.303,01-08 18:53:29.310
501,51.79232,0.2373,0.7549,-0.5445,0.163,54.995,358.841,0.4484,0.5058,-0.1954,351.645,39.406,352.213,0.6255,0.5062,-0.3952,0.685,61.366,359.207,01-08 18:53:29.347
502,51.83461,0.2388,0.7516,-0.5414,1.900,54.969,358.994,0.4431,0.4744,-0.2006,355.130,40.459,351.719,0.6174,0.4785,-0.3983,3.570,60.233,358.773,01-08 18:53:29.388
503,51.8758,0.2404,0.7483,-0.5381,3.718,54.884,359.163,0.4345,0.4477,-0.2056,357.661,40.093,352.592,0.6078,0.4526,-0.4026,5.612,59.949,359.338,01-08 18:53:29.430
504,51.91772,0.2416,0.7451,-0.5349,5.270,54.725,359.255,0.4274,0.4195,-0.2101,1.220,39.888,352.283,0.5988,0.4241,-0.4061,8.446,59.657,0.606,01-08 18:53:29.472
505,51.95921,0.2426,0.7418,-0.5322,6.880,54.558,359.429,0.4197,0.3915,-0.2144,4.485,39.826,352.366,0.5895,0.3944,-0.4098,12.057,59.514,0.695,01-08 18:53:29.513
506,52.00106,0.2436,0.7389,-0.5293,8.314,54.394,359.524,0.4116,0.3623,-0.2175,8.121,38.450,352.105,0.5783,0.3637,-0.4133,15.668,58.968,2.153,01-08 18:53:29.556
507,52.04221,0.2446,0.7370,-0.5263,9.282,54.229,359.805,0.4042,0.3307,-0.2223,12.140,37.406,350.335,0.5669,0.3338,-0.4170,20.682,58.327,2.677,01-08 18:53:29.597
508,52.0838,0.2453,0.7340,-0.5233,10.421,53.985,0.111,0.3968,0.3014,-0.2279,16.284,36.398,348.579,0.5562,0.3078,-0.4207,24.640,58.176,3.471,01-08 18:53:29.639
509,52.12575,0.2459,0.7308,-0.5204,11.876,53.706,0.265,0.3892,0.2769,-0.2339,19.974,35.448,347.690,0.5467,0.2856,-0.4245,27.321,58.285,4.089,01-08 18:53:29.680
510,52.16755,0.2469,0.7283,-0.5171,13.189,53.325,0.345,0.3818,0.2583,-0.2400,23.222,35.476,348.688,0.5378,0.2666,-0.4271,30.010,58.585,5.086,01-08 18:53:29.722
511,52.20893,0.2478,0.7253,-0.5136,14.497,52.797,0.401,0.3778,0.2497,-0.2449,24.514,35.832,348.763,0.5318,0.2574,-0.4278,31.317,58.564,5.957,01-08 18:53:29.763
512,52.25038,0.2483,0.7233,-0.5091,16.012,51.739,0.194,0.3759,0.2444,-0.2469,25.478,35.954,348.543,0.5280,0.2525,-0.4268,31.922,57.855,6.035,01-08 18:53:29.805
513,52.29237,0.2495,0.7226,-0.5044,17.086,50.427,0.267,0.3739,0.2434,-0.2464,25.229,35.777,348.357,0.5264,0.2507,-0.4248,31.896,58.159,6.830,01-08 18:53:29.846
514,52.33466,0.2507,0.7219,-0.4997,18.149,48.805,0.559,0.3732,0.2464,-0.2436,24.763,35.601,348.623,0.5249,0.2495,-0.4221,32.133,58.133,7.235,01-08 18:53:29.889
515,52.37601,0.2536,0.7228,-0.4929,18.165,46.937,0.634,0.3681,0.2490,-0.2346,23.648,34.241,349.829,0.5224,0.2509,-0.4177,31.855,56.859,7.468,01-08 18:53:29.929
516,52.41686,0.2560,0.7225,-0.4869,18.787,44.659,1.155,0.3618,0.2481,-0.2269,23.117,31.712,349.881,0.5185,0.2484,-0.4138,32.289,55.456,8.455,01-08 18:53:29.971
517,52.459,0.2592,0.7223,-0.4807,19.077,42.009,1.771,0.3540,0.2451,-0.2201,23.167,29.488,350.768,0.5142,0.2441,-0.4091,32.703,53.674,9.218,01-08 18:53:30.014
518,52.50104,0.2625,0.7209,-0.4747,19.525,38.860,2.069,0.3442,0.2400,-0.2145,23.354,26.540,350.582,0.5098,0.2383,-0.4022,33.160,51.424,9.423,01-08 18:53:30.055
519,52.54287,0.2652,0.7191,-0.4694,20.388,34.825,2.315,0.3297,0.2304,-0.2112,24.220,23.637,350.276,0.5055,0.2298,-0.3907,33.878,47.777,8.358,01-08 18:53:30.096
520,52.58378,0.2706,0.7213,-0.4614,20.949,30.583,2.961,0.3131,0.2209,-0.2090,24.721,20.751,350.223,0.5004,0.2202,-0.3773,34.416,44.424,7.949,01-08 18:53:30.138
521,52.62551,0.2728,0.7191,-0.4542,20.842,26.477,2.456,0.2922,0.2099,-0.2077,27.034,15.318,349.999,0.4950,0.2098,-0.3637,36.734,44.988,11.202,01-08 18:53:30.179
522,52.66798,0.2747,0.7172,-0.4457,21.782,22.647,1.422,0.2708,0.1997,-0.2074,30.572,9.300,349.046,0.4862,0.2055,-0.3487,35.985,41.817,9.946,01-08 18:53:30.221
