Frame,Time,P0_posX,P0_posY,P0_posZ,P1_posX,P1_posY,P1_posZ,P2_posX,P2_posY,P2_posZ,P3_posX,P3_posY,P3_posZ,P4_posX,P4_posY,P4_posZ,P5_posX,P5_posY,P5_posZ,P6_posX,P6_posY,P6_posZ,P7_posX,P7_posY,P7_posZ,P8_posX,P8_posY,P8_posZ,P9_posX,P9_posY,P9_posZ,P10_posX,P10_posY,P10_posZ,P11_posX,P11_posY,P11_posZ,P12_posX,P12_posY,P12_posZ,P13_posX,P13_posY,P13_posZ,P14_posX,P14_posY,P14_posZ,P15_posX,P15_posY,P15_posZ,P16_posX,P16_posY,P16_posZ,P17_posX,P17_posY,P17_posZ,P18_posX,P18_posY,P18_posZ,P19_posX,P19_posY,P19_posZ,P20_posX,P20_posY,P20_posZ,P21_posX,P21_posY,P21_posZ,P22_posX,P22_posY,P22_posZ,P23_posX,P23_posY,P23_posZ,P24_posX,P24_posY,P24_posZ,P25_posX,P25_posY,P25_posZ,P26_posX,P26_posY,P26_posZ,P27_posX,P27_posY,P27_posZ,P28_posX,P28_posY,P28_posZ,P29_posX,P29_posY,P29_posZ,P30_posX,P30_posY,P30_posZ,P31_posX,P31_posY,P31_posZ,Timestamp
181,15.98544,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,01-08 17:52:35.969
182,16.0268,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,01-08 17:52:36.010
183,16.06826,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,01-08 17:52:36.052
184,16.11042,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,01-08 17:52:36.094
185,16.15195,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,01-08 17:52:36.135
186,16.19342,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,01-08 17:52:36.177
187,16.23502,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,01-08 17:52:36.219
188,16.27749,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,01-08 17:52:36.262
189,16.31869,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,01-08 17:52:36.303
190,16.36072,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,01-08 17:52:36.344
191,16.40921,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,01-08 17:52:36.393
192,16.4442,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,01-08 17:52:36.427
193,16.48561,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,01-08 17:52:36.469
194,16.52703,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,01-08 17:52:36.510
195,16.56865,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,01-08 17:52:36.553
196,16.61062,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,01-08 17:52:36.594
197,16.65199,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,01-08 17:52:36.636
198,16.69394,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,01-08 17:52:36.678
199,16.73557,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,01-08 17:52:36.719
200,16.77716,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,01-08 17:52:36.760
201,16.81888,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,01-08 17:52:36.803
202,16.86055,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,01-08 17:52:36.844
203,16.90196,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,01-08 17:52:36.886
204,16.94375,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,01-08 17:52:36.927
205,16.98576,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,01-08 17:52:36.970
206,17.02765,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,0.0000,1.0400,0.0000,01-08 17:52:37.012
